l_dist_mm,r_dist_mm,timestamp
-8178,-9576,125.978
-8178,-9576,126.078
-8178,-9576,126.178
-8178,-9576,126.279
-8178,-9576,126.379
-8178,-9576,126.480
-8178,-9576,126.580
-8178,-9576,126.681
-8178,-9576,126.781
-8178,-9576,126.882
-8178,-9576,126.982
-8178,-9576,127.082
-8178,-9576,127.183
-8178,-9576,127.283
-8178,-9576,127.384
-8178,-9576,127.484
-8178,-9576,127.584
-8178,-9576,127.685
-8178,-9576,127.786
-8178,-9576,127.886
-8178,-9576,127.987
-8178,-9576,128.087
-8178,-9576,128.187
-8178,-9576,128.288
-8178,-9576,128.388
-8178,-9576,128.489
-8178,-9576,128.590
-8178,-9576,128.690
-8178,-9576,128.790
-8178,-9576,128.891
-8178,-9576,128.991
-8178,-9576,129.092
-8178,-9576,129.192
-8178,-9576,129.292
-8178,-9576,129.393
-8178,-9576,129.493
-8178,-9576,129.594
-8178,-9576,129.695
-8178,-9576,129.795
-8178,-9576,129.895
-8178,-9576,129.996
-8178,-9576,130.096
-8178,-9576,130.197
-8178,-9576,130.297
-8178,-9576,130.397
-8178,-9576,130.498
-8178,-9576,130.598
-8178,-9576,130.699
-8178,-9576,130.800
-8178,-9576,130.900
-8178,-9576,131.000
-8178,-9576,131.101
-8178,-9576,131.201
-8178,-9576,131.302
-8178,-9576,131.402
-8178,-9576,131.502
-8178,-9576,131.603
-8178,-9576,131.704
-8178,-9576,131.804
-8178,-9576,131.904
-8178,-9576,132.005
-8178,-9576,132.105
-8178,-9576,132.206
-8178,-9576,132.306
-8178,-9576,132.406
-8178,-9576,132.507
-8178,-9576,132.608
-8178,-9576,132.708
-8178,-9576,132.809
-8178,-9576,132.909
-8178,-9576,133.009
-8178,-9576,133.110
-8178,-9576,133.210
-8178,-9576,133.311
-8178,-9576,133.411
-8178,-9576,133.511
-8178,-9576,133.612
-8178,-9576,133.713
-8178,-9576,133.813
-8178,-9576,133.914
-8178,-9576,134.014
-8178,-9576,134.114
-8178,-9576,134.215
-8178,-9576,134.315
-8178,-9576,134.416
-8178,-9576,134.516
-8178,-9576,134.616
-8178,-9576,134.717
-8178,-9576,134.818
-8178,-9576,134.918
-8178,-9576,135.019
-8178,-9576,135.119
-8178,-9576,135.219
-8178,-9576,135.320
-8178,-9576,135.420
-8178,-9576,135.521
-8178,-9576,135.621
-8178,-9576,135.721
-8178,-9576,135.822
-8178,-9576,135.922
-8178,-9576,136.023
-8178,-9576,136.124
-8178,-9576,136.224
-8178,-9576,136.324
-8178,-9576,136.425
-8178,-9576,136.525
-8178,-9576,136.626
-8178,-9576,136.726
-8178,-9576,136.827
-8178,-9576,136.927
-8178,-9576,137.027
-8178,-9576,137.128
-8178,-9576,137.229
-8178,-9576,137.329
-8178,-9576,137.429
-8178,-9576,137.530
-8178,-9576,137.630
-8178,-9576,137.731
-8178,-9576,137.831
-8178,-9576,137.932
-8178,-9576,138.033
-8178,-9576,138.133
-8178,-9576,138.233
-8178,-9576,138.334
-8178,-9576,138.434
-8178,-9576,138.535
-8178,-9576,138.635
-8178,-9576,138.735
-8178,-9576,138.836
-8178,-9576,138.936
-8178,-9576,139.037
-8178,-9576,139.137
-8178,-9576,139.238
-8178,-9576,139.338
-8178,-9576,139.439
-8178,-9576,139.539
-8178,-9576,139.640
-8178,-9576,139.740
-8178,-9576,139.840
-8178,-9576,139.941
-8178,-9576,140.041
-8178,-9576,140.142
-8178,-9576,140.243
-8178,-9576,140.343
-8178,-9576,140.444
-8178,-9576,140.544
-8178,-9576,140.644
-8178,-9576,140.745
-8178,-9576,140.845
-8178,-9576,140.946
-8178,-9576,141.046
-8178,-9576,141.147
-8178,-9576,141.247
-8178,-9576,141.348
-8178,-9576,141.448
-8178,-9576,141.549
-8178,-9576,141.649
-8178,-9576,141.749
-8178,-9576,141.850
-8178,-9576,141.950
-8178,-9576,142.051
-8178,-9576,142.152
-8178,-9576,142.252
-8178,-9576,142.352
-8178,-9576,142.453
-8178,-9576,142.553
-8178,-9576,142.654
-8178,-9576,142.754
-8178,-9576,142.855
-8178,-9576,142.955
-8178,-9576,143.056
-8178,-9576,143.156
-8178,-9576,143.257
-8178,-9576,143.357
-8178,-9576,143.457
-8178,-9576,143.558
-8178,-9576,143.659
-8178,-9576,143.759
-8178,-9576,143.860
-8178,-9576,143.960
-8178,-9576,144.060
-8178,-9576,144.161
-8178,-9576,144.261
-8178,-9576,144.362
-8178,-9576,144.462
-8178,-9576,144.563
-8178,-9576,144.663
-8178,-9576,144.764
-8178,-9576,144.864
-8178,-9576,144.965
-8178,-9576,145.065
-8178,-9576,145.166
-8178,-9576,145.266
-8178,-9576,145.367
-8178,-9576,145.467
-8178,-9576,145.567
-8178,-9576,145.671
-8178,-9576,145.772
-8178,-9576,145.872
-8179,-9578,145.977
-8185,-9585,146.077
-8195,-9596,146.186
-8209,-9610,146.296
-8227,-9626,146.406
-8246,-9644,146.517
-8265,-9663,146.627
-8285,-9683,146.738
-8306,-9704,146.848
-8328,-9726,146.959
-8349,-9747,147.069
-8370,-9769,147.179
-8392,-9791,147.290
-8414,-9813,147.400
-8434,-9834,147.511
-8455,-9856,147.621
-8476,-9878,147.732
-8499,-9899,147.842
-8521,-9921,147.953
-8543,-9943,148.063
-8566,-9965,148.174
-8588,-9987,148.284
-8609,-10008,148.394
-8632,-10030,148.505
-8654,-10051,148.615
-8676,-10073,148.726
-8697,-10095,148.836
-8720,-10117,148.946
-8741,-10138,149.057
-8763,-10161,149.167
-8785,-10183,149.277
-8805,-10204,149.388
-8826,-10226,149.498
-8849,-10248,149.609
-8871,-10270,149.719
-8892,-10292,149.829
-8916,-10316,149.940
-8944,-10344,150.050
-8977,-10377,150.161
-9014,-10413,150.271
-9052,-10452,150.382
-9092,-10492,150.492
-9133,-10534,150.602
-9175,-10576,150.713
-9217,-10619,150.823
-9258,-10662,150.934
-9301,-10705,151.044
-9345,-10748,151.155
-9389,-10792,151.265
-9433,-10835,151.375
-9477,-10879,151.486
-9520,-10922,151.596
-9564,-10965,151.707
-9608,-11009,151.817
-9651,-11053,151.928
-9695,-11096,152.038
-9738,-11140,152.149
-9782,-11183,152.259
-9822,-11224,152.370
-9852,-11252,152.480
-9874,-11275,152.590
-9888,-11289,152.701
-9898,-11298,152.802
-9904,-11304,152.902
-9908,-11307,153.003
-9910,-11310,153.103
-9912,-11311,153.203
-9913,-11311,153.303
-9913,-11311,153.402
-9913,-11311,153.496
-9913,-11311,153.586
-9913,-11311,153.676
-9913,-11311,153.765
-9913,-11311,153.854
-9913,-11311,153.944
-9913,-11311,154.034
-9913,-11311,154.117
-9913,-11311,154.196
-9913,-11311,154.276
-9913,-11311,154.355
-9913,-11311,154.434
-9913,-11311,154.513
-9913,-11311,154.592
-9913,-11311,154.672
-9913,-11311,154.750
-9913,-11311,154.830
-9913,-11311,154.909
-9913,-11311,154.988
-9913,-11311,155.067
-9913,-11311,155.147
-9913,-11311,155.225
-9913,-11311,155.305
-9913,-11311,155.384
-9913,-11311,155.463
-9913,-11311,155.542
-9913,-11311,155.622
-9913,-11311,155.700
-9913,-11311,155.780
-9913,-11311,155.859
-9913,-11311,155.938
-9913,-11311,156.018
-9913,-11311,156.120
-9915,-11311,156.223
-9918,-11308,156.323
-9923,-11305,156.423
-9929,-11299,156.524
-9937,-11293,156.624
-9946,-11285,156.725
-9955,-11276,156.826
-9962,-11270,156.926
-9967,-11265,157.026
-9970,-11262,157.127
-9973,-11261,157.227
-9974,-11259,157.328
-9975,-11259,157.426
-9975,-11259,157.526
-9975,-11259,157.627
-9975,-11259,157.727
-9975,-11259,157.828
-9975,-11259,157.929
-9975,-11259,158.029
-9975,-11259,158.129
-9975,-11259,158.229
-9975,-11259,158.329
-9975,-11259,158.430
-9975,-11259,158.530
-9975,-11259,158.630
-9975,-11259,158.734
-9974,-11260,158.835
-9971,-11264,158.935
-9966,-11269,159.035
-9961,-11275,159.136
-9957,-11278,159.236
-9955,-11281,159.337
-9952,-11282,159.437
-9951,-11283,159.538
-9950,-11283,159.638
-9950,-11284,159.736
-9949,-11285,159.837
-9948,-11285,159.937
-9948,-11285,160.040
-9949,-11288,160.141
-9955,-11295,160.244
-9964,-11308,160.355
-9978,-11324,160.465
-9994,-11342,160.575
-10013,-11362,160.686
-10030,-11381,160.796
-10048,-11402,160.907
-10069,-11423,161.017
-10090,-11445,161.127
-10113,-11466,161.239
-10135,-11488,161.348
-10156,-11510,161.459
-10178,-11532,161.569
-10200,-11553,161.680
-10222,-11575,161.790
-10244,-11597,161.900
-10267,-11619,162.011
-10287,-11639,162.121
-10309,-11661,162.232
-10331,-11684,162.342
-10354,-11706,162.452
-10375,-11728,162.563
-10397,-11750,162.673
-10418,-11772,162.784
-10440,-11794,162.894
-10461,-11816,163.005
-10483,-11838,163.115
-10505,-11860,163.226
-10526,-11882,163.336
-10548,-11903,163.446
-10570,-11925,163.557
-10592,-11947,163.667
-10614,-11969,163.778
-10636,-11991,163.888
-10658,-12012,163.998
-10679,-12034,164.109
-10701,-12056,164.219
-10723,-12078,164.330
-10745,-12100,164.440
-10767,-12122,164.551
-10789,-12144,164.661
-10811,-12166,164.772
-10831,-12187,164.882
-10850,-12208,164.992
-10873,-12230,165.103
-10896,-12252,165.213
-10918,-12274,165.324
-10941,-12295,165.434
-10963,-12316,165.545
-10984,-12338,165.655
-11006,-12360,165.765
-11029,-12382,165.876
-11051,-12404,165.986
-11073,-12425,166.097
-11094,-12446,166.207
-11116,-12468,166.318
-11138,-12491,166.428
-11160,-12512,166.538
-11182,-12534,166.649
-11203,-12556,166.759
-11224,-12578,166.870
-11246,-12600,166.980
-11267,-12622,167.090
-11289,-12644,167.201
-11311,-12666,167.311
-11333,-12688,167.422
-11355,-12710,167.532
-11378,-12732,167.643
-11400,-12754,167.753
-11421,-12776,167.863
-11443,-12797,167.974
-11464,-12819,168.084
-11486,-12841,168.195
-11508,-12863,168.305
-11530,-12885,168.415
-11552,-12907,168.526
-11574,-12929,168.636
-11596,-12951,168.747
-11617,-12973,168.857
-11637,-12995,168.968
-11657,-13015,169.078
-11680,-13037,169.188
-11703,-13059,169.299
-11725,-13081,169.409
-11747,-13102,169.520
-11770,-13124,169.630
-11791,-13145,169.740
-11814,-13167,169.851
-11836,-13189,169.961
-11858,-13210,170.072
-11879,-13232,170.182
-11901,-13253,170.292
-11922,-13275,170.403
-11944,-13297,170.513
-11964,-13317,170.624
-11979,-13331,170.734
-11988,-13341,170.834
-11994,-13347,170.934
-11998,-13352,171.034
-12001,-13355,171.134
-12003,-13356,171.234
-12005,-13357,171.334
-12006,-13357,171.434
-12007,-13357,171.526
-12007,-13357,171.615
-12007,-13357,171.705
-12007,-13357,171.794
-12007,-13357,171.884
-12007,-13357,171.974
-12007,-13357,172.063
-12007,-13357,172.147
-12007,-13357,172.226
-12007,-13357,172.305
-12007,-13357,172.384
-12007,-13357,172.463
-12007,-13357,172.543
-12007,-13357,172.621
-12007,-13357,172.701
-12007,-13357,172.780
-12007,-13357,172.859
-12007,-13357,172.938
-12007,-13357,173.017
-12007,-13357,173.097
-12007,-13357,173.176
-12007,-13357,173.255
-12007,-13357,173.334
-12007,-13357,173.413
-12007,-13357,173.492
-12007,-13357,173.572
-12007,-13357,173.651
-12007,-13357,173.730
-12007,-13357,173.809
-12007,-13357,173.888
-12007,-13357,173.967
-12007,-13357,174.047
-12007,-13357,174.126
-12007,-13357,174.205
-12007,-13357,174.284
-12007,-13357,174.363
-12007,-13357,174.443
-12007,-13357,174.521
-12007,-13357,174.601
-12007,-13357,174.680
-12007,-13357,174.759
-12007,-13357,174.838
-12007,-13357,174.918
-12007,-13357,174.997
-12007,-13357,175.076
-12007,-13357,175.155
-12007,-13357,175.234
-12007,-13357,175.314
-12007,-13357,175.404
-12007,-13357,175.505
-12007,-13357,175.605
-12007,-13357,175.706
-12007,-13357,175.806
-12007,-13357,175.907
-12007,-13357,176.007
-12007,-13357,176.108
-12007,-13357,176.208
-12007,-13357,176.308
-12007,-13357,176.409
-12007,-13357,176.509
-12007,-13357,176.610
-12007,-13357,176.710
-12007,-13357,176.810
-12007,-13357,176.911
-12007,-13357,177.011
-12007,-13357,177.112
-12007,-13357,177.213
-12007,-13357,177.313
-12007,-13357,177.414
-12007,-13357,177.514
-12007,-13357,177.614
-12007,-13357,177.715
-12007,-13357,177.815
-12007,-13357,177.916
-12007,-13357,178.016
-12007,-13357,178.116
-12007,-13357,178.217
-12007,-13357,178.317
-12007,-13357,178.418
-12007,-13357,178.519
-12007,-13357,178.619
-12007,-13357,178.720
-12007,-13357,178.820
-12007,-13357,178.920
-12007,-13357,179.021
-12007,-13357,179.121
-12007,-13357,179.222
-12007,-13357,179.322
-12007,-13357,179.422
-12007,-13357,179.523
-12007,-13357,179.623
-12007,-13357,179.724
-12007,-13357,179.825
-12007,-13357,179.925
-12007,-13357,180.025
-12007,-13357,180.126
-12007,-13357,180.226
-12007,-13357,180.327
-12007,-13357,180.427
-12007,-13357,180.527
-12007,-13357,180.628
-12007,-13357,180.729
-12007,-13357,180.829
-12007,-13357,180.930
-12007,-13357,181.030
-12007,-13357,181.131
-12007,-13357,181.231
-12007,-13357,181.331
-12007,-13357,181.432
-12007,-13357,181.532
-12007,-13357,181.633
-12007,-13358,181.737
-12012,-13364,181.838
-12021,-13374,181.944
-12036,-13389,182.054
-12052,-13405,182.165
-12070,-13423,182.275
-12089,-13443,182.386
-12109,-13463,182.496
-12130,-13484,182.607
-12152,-13505,182.717
-12173,-13526,182.827
-12194,-13547,182.938
-12215,-13569,183.048
-12237,-13591,183.159
-12258,-13613,183.269
-12280,-13634,183.379
-12302,-13656,183.490
-12324,-13678,183.600
-12346,-13700,183.711
-12368,-13721,183.821
-12390,-13744,183.932
-12411,-13765,184.042
-12431,-13787,184.152
-12451,-13808,184.263
-12473,-13830,184.373
-12496,-13852,184.484
-12518,-13873,184.594
-12540,-13895,184.705
-12563,-13917,184.815
-12585,-13938,184.925
-12607,-13960,185.036
-12629,-13982,185.146
-12651,-14003,185.257
-12673,-14025,185.367
-12696,-14045,185.477
-12721,-14063,185.588
-12749,-14079,185.698
-12779,-14094,185.809
-12809,-14107,185.919
-12839,-14119,186.028
-12862,-14129,186.134
-12878,-14135,186.239
-12889,-14139,186.342
-12897,-14142,186.442
-12902,-14144,186.542
-12906,-14144,186.642
-12908,-14144,186.742
-12909,-14144,186.837
-12910,-14144,186.932
-12911,-14144,187.025
-12911,-14144,187.114
-12912,-14145,187.212
-12918,-14152,187.312
-12929,-14163,187.420
-12944,-14177,187.531
-12961,-14193,187.641
-12980,-14212,187.751
-13000,-14231,187.862
-13020,-14251,187.972
-13040,-14272,188.083
-13062,-14294,188.193
-13082,-14315,188.304
-13104,-14337,188.414
-13126,-14359,188.524
-13148,-14381,188.635
-13169,-14402,188.745
-13191,-14424,188.855
-13212,-14446,188.966
-13232,-14468,189.076
-13252,-14489,189.187
-13274,-14511,189.297
-13297,-14534,189.408
-13319,-14556,189.518
-13342,-14578,189.629
-13364,-14600,189.739
-13386,-14621,189.850
-13408,-14643,189.960
-13431,-14664,190.070
-13452,-14686,190.181
-13474,-14707,190.291
-13496,-14729,190.402
-13517,-14751,190.512
-13539,-14772,190.623
-13560,-14794,190.733
-13582,-14815,190.843
-13604,-14837,190.954
-13625,-14859,191.064
-13647,-14881,191.175
-13670,-14903,191.285
-13690,-14924,191.395
-13712,-14946,193.320
-13734,-14946,193.320
-13734,-14969,193.320
-13756,-14969,193.320
-13756,-14991,193.321
-13778,-14991,193.321
-13778,-15013,193.321
-13799,-15013,193.321
-13799,-15034,193.321
-13821,-15034,193.321
-13821,-15056,193.321
-13843,-15056,193.322
-13843,-15078,193.322
-13865,-15078,193.322
-13865,-15100,193.322
-13887,-15100,193.322
-13887,-15122,193.322
-13908,-15122,193.322
-13908,-15144,193.322
-13931,-15144,193.323
-13931,-15166,193.323
-13952,-15166,193.323
-13952,-15188,193.323
-13974,-15188,193.323
-13974,-15209,193.323
-13996,-15209,193.323
-13996,-15231,193.324
-14016,-15231,193.324
-14016,-15253,193.324
-14036,-15253,193.324
-14036,-15275,193.324
-14058,-15275,193.324
-14058,-15296,193.324
-14081,-15318,193.383
-14104,-15340,193.493
-14126,-15362,193.604
-14148,-15384,193.714
-14170,-15405,193.825
-14191,-15427,193.935
-14213,-15448,194.045
-14236,-15470,194.156
-14258,-15492,194.266
-14279,-15513,194.377
-14301,-15535,194.487
-14323,-15557,194.598
-14345,-15579,194.708
-14367,-15600,194.818
-14388,-15622,194.929
-14409,-15643,195.039
-14431,-15665,195.150
-14453,-15687,195.260
-14475,-15709,195.371
-14497,-15731,195.481
-14518,-15752,195.591
-14540,-15774,195.702
-14562,-15796,195.812
-14584,-15818,195.923
-14605,-15839,196.033
-14627,-15861,196.143
-14649,-15883,196.254
-14670,-15905,196.364
-14689,-15931,196.475
-14706,-15958,196.585
-14721,-15988,196.695
-14735,-16017,196.806
-14748,-16048,196.916
-14761,-16080,197.027
-14772,-16112,197.137
-14784,-16145,197.247
-14795,-16178,197.358
-14805,-16209,197.468
-14815,-16241,197.579
-14826,-16274,197.689
-14836,-16307,197.799
-14847,-16340,197.910
-14858,-16372,198.020
-14870,-16405,198.131
-14881,-16437,198.241
-14892,-16470,198.352
-14903,-16503,198.462
-14915,-16535,198.573
-14929,-16564,198.683
-14946,-16591,198.793
-14964,-16616,198.904
-14983,-16640,199.014
-15003,-16663,199.125
-15024,-16687,199.235
-15046,-16710,199.346
-15067,-16733,199.456
-15088,-16755,199.566
-15110,-16778,199.677
-15132,-16800,199.787
-15154,-16820,199.898
-15180,-16837,200.008
-15207,-16853,200.119
-15237,-16868,200.229
-15267,-16881,200.339
-15298,-16894,200.450
-15330,-16906,200.560
-15358,-16917,200.666
-15380,-16925,200.771
-15394,-16929,200.877
-15404,-16933,200.978
-15409,-16935,201.078
-15414,-16935,201.178
-15417,-16937,201.278
-15418,-16937,201.374
-15419,-16937,201.469
-15421,-16937,201.564
-15421,-16937,201.656
-15421,-16937,201.746
-15421,-16937,201.835
-15422,-16937,201.925
-15423,-16937,202.011
-15423,-16937,202.095
-15423,-16937,202.180
-15423,-16937,202.261
-15423,-16937,202.340
-15423,-16937,202.420
-15423,-16937,202.499
-15423,-16937,202.578
-15423,-16937,202.657
-15423,-16937,202.736
-15423,-16937,202.816
-15423,-16937,202.894
-15423,-16937,202.974
-15423,-16937,203.053
-15423,-16937,203.132
-15423,-16937,203.211
-15423,-16937,203.304
-15426,-16935,203.398
-15431,-16932,203.493
-15437,-16927,203.588
-15445,-16921,203.683
-15453,-16913,203.778
-15461,-16905,203.873
-15470,-16897,203.968
-15480,-16888,204.062
-15489,-16879,204.157
-15498,-16869,204.252
-15508,-16860,204.347
-15517,-16851,204.441
-15526,-16841,204.536
-15536,-16832,204.631
-15545,-16822,204.726
-15554,-16813,204.820
-15564,-16803,204.915
-15573,-16794,205.010
-15582,-16784,205.105
-15592,-16775,205.200
-15599,-16766,205.294
-15603,-16760,205.390
-15606,-16756,205.484
-15609,-16754,205.579
-15610,-16752,205.673
-15611,-16751,205.769
-15611,-16751,205.863
-15613,-16751,205.948
-15613,-16750,206.032
-15613,-16750,206.116
-15613,-16750,206.201
-15613,-16750,206.285
-15613,-16750,206.370
-15613,-16750,206.454
-15613,-16750,206.534
-15613,-16750,206.613
-15613,-16750,206.692
-15613,-16750,206.772
-15613,-16750,206.851
-15613,-16750,206.930
-15613,-16750,207.009
-15613,-16750,207.089
-15613,-16750,207.167
-15613,-16750,207.247
-15613,-16750,207.326
-15613,-16750,207.405
-15613,-16750,207.484
-15613,-16750,207.563
-15613,-16750,207.642
-15613,-16750,207.722
-15613,-16750,207.805
-15613,-16751,207.900
-15612,-16753,207.995
-15609,-16757,208.089
-15606,-16762,208.184
-15602,-16769,208.279
-15596,-16776,208.374
-15589,-16784,208.469
-15580,-16792,208.563
-15570,-16801,208.658
-15561,-16810,208.753
-15552,-16820,208.848
-15542,-16829,208.942
-15533,-16839,209.037
-15524,-16848,209.132
-15517,-16854,209.227
-15512,-16859,209.321
-15509,-16862,209.417
-15506,-16864,209.511
-15506,-16865,209.606
-15505,-16866,209.701
-15504,-16867,209.787
-15504,-16867,209.871
-15503,-16867,209.956
-15502,-16867,210.040
-15502,-16867,210.125
-15502,-16867,210.209
-15502,-16867,210.294
-15502,-16867,210.375
-15502,-16867,210.454
-15502,-16867,210.533
-15502,-16867,210.613
-15502,-16867,210.691
-15502,-16867,210.771
-15502,-16867,210.850
-15502,-16867,210.929
-15502,-16867,211.008
-15502,-16867,211.087
-15502,-16867,211.166
-15502,-16867,211.246
-15502,-16867,211.325
-15502,-16867,211.404
-15502,-16867,211.483
-15502,-16867,211.565
-15502,-16867,211.665
-15502,-16867,211.765
-15502,-16867,211.866
-15502,-16867,211.966
-15502,-16867,212.067
-15502,-16867,212.167
-15502,-16867,212.267
-15502,-16867,212.368
-15502,-16867,212.469
-15502,-16866,212.569
-15502,-16866,212.670
-15502,-16866,212.770
-15502,-16866,212.870
-15502,-16866,212.971
-15502,-16866,213.071
-15502,-16866,213.172
-15502,-16866,213.272
-15502,-16866,213.372
-15502,-16866,213.473
-15502,-16866,213.574
-15502,-16866,213.674
-15502,-16866,213.775
-15502,-16866,213.875
-15502,-16866,213.975
-15502,-16866,214.076
-15502,-16866,214.176
-15502,-16866,214.277
-15502,-16866,214.377
-15502,-16866,214.477
-15502,-16866,214.578
-15502,-16866,214.679
-15502,-16866,214.779
-15502,-16866,214.880
-15502,-16866,214.980
-15502,-16866,215.080
-15502,-16866,215.181
-15502,-16866,215.281
-15502,-16866,215.382
-15503,-16866,215.485
-15504,-16864,215.586
-15507,-16861,215.686
-15513,-16855,215.787
-15519,-16848,215.887
-15526,-16840,215.987
-15533,-16832,216.088
-15540,-16825,216.189
-15544,-16821,216.289
-15547,-16818,216.390
-15549,-16816,216.490
-15550,-16815,216.590
-15551,-16815,216.689
-15552,-16814,216.789
-15552,-16813,216.890
-15552,-16813,216.990
-15552,-16813,217.090
-15552,-16813,217.191
-15552,-16813,217.292
-15553,-16813,217.395
-15558,-16816,217.495
-15568,-16825,217.602
-15581,-16836,217.712
-15598,-16851,217.823
-15615,-16869,217.933
-15632,-16888,218.044
-15653,-16907,218.154
-15675,-16928,218.264
-15697,-16949,218.375
-15718,-16970,218.485
-15740,-16992,218.596
-15762,-17013,218.706
-15784,-17035,218.816
-15805,-17057,218.927
-15828,-17079,219.037
-15850,-17100,219.148
-15871,-17122,219.258
-15893,-17144,219.369
-15915,-17166,219.479
-15936,-17188,219.589
-15958,-17209,219.700
-15979,-17231,219.810
-16001,-17252,219.921
-16023,-17275,220.031
-16045,-17297,220.141
-16067,-17318,220.252
-16089,-17340,220.362
-16110,-17362,220.472
-16132,-17385,220.583
-16154,-17405,220.693
-16176,-17427,220.804
-16197,-17449,220.914
-16219,-17471,221.025
-16241,-17493,221.135
-16263,-17515,221.246
-16285,-17537,221.356
-16307,-17559,221.466
-16329,-17581,221.577
-16351,-17603,221.687
-16373,-17624,221.798
-16394,-17646,221.908
-16414,-17668,222.019
-16434,-17689,222.129
-16456,-17711,222.240
-16479,-17733,222.350
-16501,-17755,222.460
-16524,-17777,222.571
-16546,-17799,222.681
-16568,-17821,222.792
-16590,-17843,222.902
-16612,-17864,223.013
-16634,-17886,223.123
-16656,-17907,223.233
-16678,-17929,223.344
-16699,-17950,223.454
-16721,-17972,223.565
-16743,-17994,223.675
-16764,-18015,223.785
-16785,-18037,223.896
-16807,-18059,224.006
-16829,-18081,224.117
-16851,-18103,224.227
-16873,-18125,224.338
-16895,-18146,224.448
-16917,-18169,224.558
-16938,-18191,224.669
-16960,-18213,224.779
-16982,-18235,224.890
-17004,-18257,225.000
-17026,-18279,225.110
-17048,-18301,225.221
-17069,-18323,225.331
-17091,-18345,225.442
-17113,-18367,225.552
-17135,-18388,225.663
-17156,-18410,225.773
-17178,-18431,225.883
-17199,-18453,225.994
-17219,-18475,226.104
-17240,-18496,226.215
-17263,-18518,226.325
-17287,-18541,226.436
-17308,-18563,226.546
-17329,-18584,226.656
-17352,-18606,226.767
-17374,-18627,226.877
-17396,-18648,226.988
-17418,-18670,227.098
-17441,-18692,227.208
-17462,-18713,227.319
-17484,-18735,227.429
-17506,-18757,227.540
-17527,-18779,227.650
-17549,-18800,227.760
-17570,-18822,227.871
-17592,-18844,227.981
-17613,-18866,228.092
-17636,-18888,228.202
-17658,-18910,228.313
-17679,-18932,228.423
-17701,-18954,228.533
-17723,-18976,228.644
-17745,-18998,228.754
-17766,-19019,228.865
-17788,-19041,228.975
-17810,-19063,229.085
-17831,-19085,229.196
-17853,-19107,229.306
-17876,-19129,229.417
-17897,-19151,229.527
-17919,-19173,229.638
-17941,-19194,229.748
-17964,-19216,229.859
-17985,-19237,229.969
-18006,-19259,230.079
-18027,-19281,230.190
-18047,-19303,230.300
-18069,-19325,230.411
-18093,-19348,230.521
-18115,-19370,230.631
-18137,-19391,230.742
-18159,-19413,230.852
-18181,-19434,230.963
-18202,-19456,231.073
-18225,-19478,231.183
-18247,-19499,231.294
-18268,-19520,231.404
-18290,-19542,231.515
-18312,-19564,231.625
-18334,-19586,231.735
-18355,-19607,231.846
-18377,-19628,231.956
-18399,-19651,232.067
-18420,-19673,232.177
-18442,-19694,232.288
-18464,-19716,232.398
-18488,-19735,232.508
-18515,-19752,232.619
-18544,-19768,232.729
-18574,-19782,232.840
-18605,-19795,232.950
-18636,-19807,233.060
-18668,-19819,233.171
-18701,-19831,233.281
-18733,-19842,233.392
-18765,-19854,233.502
-18797,-19864,233.612
-18828,-19875,233.723
-18861,-19886,233.833
-18894,-19898,233.944
-18928,-19909,234.054
-18961,-19920,234.165
-18994,-19931,234.275
-19028,-19942,234.385
-19061,-19953,234.496
-19093,-19963,234.606
-19125,-19974,234.717
-19158,-19985,234.827
-19190,-19996,234.937
-19223,-20007,235.048
-19255,-20017,235.158
-19286,-20027,235.266
-19312,-20035,235.371
-19329,-20042,235.476
-19340,-20045,235.581
-19348,-20048,235.680
-19353,-20049,235.780
-19357,-20049,235.880
-19360,-20049,235.977
-19361,-20051,236.072
-19361,-20051,236.167
-19361,-20051,236.260
-19361,-20051,236.350
-19361,-20051,236.440
-19361,-20051,236.529
-19361,-20051,236.617
-19361,-20051,236.701
-19361,-20051,236.785
-19361,-20051,236.872
-19361,-20051,236.949
-19361,-20051,237.028
-19361,-20051,237.107
-19361,-20051,237.187
-19361,-20051,237.265
-19361,-20051,237.345
-19361,-20051,237.424
-19361,-20051,237.503
-19361,-20051,237.582
-19361,-20051,237.662
-19361,-20051,237.741
-19361,-20051,237.826
-19359,-20048,237.916
-19353,-20041,238.012
-19342,-20030,238.111
-19329,-20016,238.212
-19313,-20000,238.312
-19297,-19983,238.412
-19281,-19964,238.512
-19263,-19945,238.611
-19245,-19926,238.711
-19225,-19906,238.811
-19206,-19887,238.912
-19186,-19867,239.012
-19166,-19848,239.112
-19146,-19828,239.212
-19126,-19808,239.311
-19107,-19789,239.412
-19087,-19769,239.512
-19067,-19749,239.612
-19047,-19730,239.712
-19028,-19710,239.812
-19009,-19692,239.911
-18996,-19679,240.012
-18987,-19671,240.102
-18981,-19666,240.191
-18978,-19662,240.280
-18975,-19660,240.370
-18973,-19658,240.459
-18972,-19657,240.549
-18971,-19657,240.639
-18971,-19656,240.720
-18970,-19656,240.799
-18970,-19656,240.878
-18970,-19655,240.958
-18970,-19655,241.036
-18970,-19655,241.116
-18970,-19655,241.195
-18970,-19655,241.274
-18970,-19655,241.353
-18970,-19655,241.433
-18970,-19655,241.512
-18970,-19655,241.591
-18969,-19655,241.681
-18966,-19656,241.775
-18962,-19660,241.876
-18955,-19665,241.965
-18949,-19670,242.060
