-707.087	-449.137	1187
-704.823	-449.137	1187
-706.11	-451.407	1193
-703.835	-451.407	1193
-705.675	-454.056	1200
-703.386	-454.056	1200
-702.85	-455.191	1203
-702.302	-456.326	1206
-700.002	-456.326	1206
-700.016	-457.84	1210
-697.708	-457.84	1210
-697.124	-458.975	1213
-694.81	-458.975	1213
-692.496	-458.975	1213
-693.027	-460.867	1218
-690.704	-460.867	1218
-688.381	-460.867	1218
-687.747	-462.002	1221
-685.418	-462.002	1221
-685.886	-463.894	1226
-683.548	-463.894	1226
-684.543	-466.164	1232
-682.193	-466.164	1232
-679.843	-466.164	1232
-679.693	-467.677	1236
-677.335	-467.677	1236
-674.977	-467.677	1236
-674.252	-468.813	1239
-671.889	-468.813	1239
-574.656	-405.245	1071
-571.01	-404.11	1068
-568.972	-404.11	1068
-566.935	-404.11	1068
-565.956	-404.866	1070
-563.915	-404.866	1070
-562.924	-405.623	1072
-560.879	-405.623	1072
-560.92	-407.137	1076
-558.867	-407.137	1076
-558.885	-408.65	1080
-556.825	-408.65	1080
-554.764	-408.65	1080
-552.704	-408.65	1080
-550.644	-408.65	1080
-547.06	-407.515	1077
-545.006	-407.515	1077
-540.935	-406.002	1073
-538.888	-406.002	1073
-536.842	-406.002	1073
-533.3	-404.866	1070
-531.259	-404.866	1070
-528.723	-404.488	1069
-526.684	-404.488	1069
-524.645	-404.488	1069
-522.606	-404.488	1069
-520.567	-404.488	1069
-518.527	-404.488	1069
-516.488	-404.488	1069
-511.081	-401.839	1062
-509.055	-401.839	1062
-506.552	-401.461	1061
-504.528	-401.461	1061
-502.504	-401.461	1061
-500.48	-401.461	1061
-498.456	-401.461	1061
-496.9	-401.839	1062
-494.875	-401.839	1062
-495.633	-404.11	1068
-480.193	-393.137	1039
-478.211	-393.137	1039
-484.938	-400.326	1058
-467.857	-387.839	1025
-465.902	-387.839	1025
-463.947	-387.839	1025
-451.174	-378.758	1001
-449.265	-378.758	1001
-447.356	-378.758	1001
-446.781	-379.893	1004
-444.866	-379.893	1004
-430.598	-369.299	976
-428.736	-369.299	976
-426.874	-369.299	976
-414.997	-360.596	953
-413.179	-360.596	953
-411.361	-360.596	953
-404.816	-356.434	942
-403.019	-356.434	942
-401.223	-356.434	942
-387.129	-345.461	913
-385.388	-345.461	913
-381.965	-343.947	909
-380.231	-343.947	909
-378.497	-343.947	909
-375.52	-342.812	906
