gpstime,week,gpsfix,numsats,lat,lon,alt,velx,vely,velz,nacc,eacc,vacc,tacc,timestamp
343203.400399,2055,3,6,34.592239,-112.433295,1564.645000,0.120000,-0.140000,-0.690000,13.163000,14.250000,12.873000,0.752000,0.000000,1559171985.527961
343203.600400,2055,3,6,34.592239,-112.433294,1564.525000,0.010000,-0.150000,-0.540000,13.135000,14.220000,12.828000,0.720000,0.000000,1559171985.727129
343203.800401,2055,3,6,34.592238,-112.433294,1564.437000,-0.200000,-0.190000,-0.350000,13.108000,14.190000,12.792000,0.632000,0.000000,1559171985.927499
343204.000402,2055,3,6,34.592237,-112.433294,1564.231000,0.040000,-0.110000,-0.300000,13.080000,14.160000,12.762000,0.728000,0.000000,1559171986.133613
343204.200402,2055,3,6,34.592237,-112.433293,1564.142000,-0.180000,-0.070000,-0.250000,13.080000,14.160000,12.753000,0.584000,0.000000,1559171986.328242
343204.400403,2055,3,6,34.592236,-112.433293,1564.154000,-0.030000,-0.190000,-0.550000,13.080000,14.160000,12.747000,0.720000,0.000000,1559171986.529833
343204.600404,2055,3,6,34.592236,-112.433293,1564.184000,0.080000,-0.210000,-0.720000,13.080000,14.160000,12.738000,0.736000,0.000000,1559171986.727760
343204.800405,2055,3,6,34.592236,-112.433293,1564.103000,0.190000,-0.220000,-0.700000,13.080000,14.160000,12.723000,0.704000,0.000000,1559171986.928123
343205.000405,2055,3,6,34.592236,-112.433293,1564.020000,-0.080000,-0.440000,-0.540000,13.080000,14.160000,12.708000,0.640000,0.000000,1559171987.127244
343205.200406,2055,3,6,34.592235,-112.433293,1563.911000,0.260000,0.040000,-0.670000,13.080000,14.160000,12.708000,0.728000,0.000000,1559171987.328874
343205.400407,2055,3,6,34.592235,-112.433292,1563.636000,0.090000,0.000000,-0.270000,13.080000,14.160000,12.708000,0.720000,0.000000,1559171987.527986
343205.600408,2055,3,6,34.592235,-112.433292,1563.517000,0.150000,0.070000,-0.340000,13.080000,14.160000,12.711000,0.752000,0.000000,1559171987.728438
343205.800409,2055,3,6,34.592235,-112.433291,1563.410000,0.170000,-0.040000,-0.360000,13.108000,14.190000,12.717000,0.776000,0.000000,1559171987.927487
343206.000409,2055,3,6,34.592235,-112.433291,1563.440000,0.000000,-0.020000,-0.440000,13.135000,14.220000,12.741000,0.776000,0.000000,1559171988.127877
343206.200410,2055,3,6,34.592235,-112.433290,1563.334000,0.490000,0.310000,-0.510000,13.163000,14.250000,12.771000,0.824000,0.000000,1559171988.328226
343206.400411,2055,3,6,34.592236,-112.433290,1563.242000,0.110000,-0.020000,-0.340000,13.219000,14.310000,12.798000,0.816000,0.000000,1559171988.528624
343206.600412,2055,3,6,34.592236,-112.433290,1563.216000,0.130000,-0.080000,-0.490000,13.246000,14.340000,12.822000,0.808000,0.000000,1559171988.728977
343206.800412,2055,3,6,34.592235,-112.433289,1563.036000,-0.160000,0.040000,-0.180000,13.274000,14.370000,12.852000,0.512000,0.000000,1559171988.928100
343207.000413,2055,3,6,34.592235,-112.433289,1563.105000,0.090000,0.040000,-0.580000,13.329000,14.430000,12.888000,0.816000,0.000000,1559171989.128567
343207.200414,2055,3,6,34.592236,-112.433289,1563.104000,0.170000,-0.080000,-0.680000,13.357000,14.460000,12.918000,0.808000,0.000000,1559171989.328834
343207.400415,2055,3,6,34.592236,-112.433289,1563.111000,0.070000,0.160000,-0.650000,13.413000,14.520000,12.948000,0.800000,0.000000,1559171989.527974
343207.600416,2055,3,6,34.592235,-112.433288,1563.015000,0.020000,-0.120000,-0.620000,13.440000,14.550000,12.969000,0.760000,0.000000,1559171989.727239
343207.800416,2055,3,6,34.592235,-112.433288,1562.904000,0.170000,0.010000,-0.690000,13.440000,14.550000,12.987000,0.784000,0.000000,1559171989.928747
343208.000417,2055,3,6,34.592235,-112.433288,1562.779000,-0.060000,-0.370000,-0.550000,13.468000,14.580000,13.005000,0.712000,0.000000,1559171990.127863
343208.200418,2055,3,6,34.592235,-112.433287,1562.788000,0.320000,0.140000,-0.860000,13.496000,14.610000,13.023000,0.824000,0.000000,1559171990.328204
343208.400419,2055,3,6,34.592235,-112.433286,1562.585000,0.200000,0.000000,-0.700000,13.551000,14.670000,13.044000,0.800000,0.000000,1559171990.527354
343208.600419,2055,3,6,34.592235,-112.433286,1562.394000,0.410000,0.040000,-0.670000,13.579000,14.700000,13.068000,0.840000,0.000000,1559171990.729086
343208.800420,2055,3,6,34.592235,-112.433285,1562.414000,0.210000,0.040000,-0.800000,13.607000,14.730000,13.098000,0.856000,0.000000,1559171990.928124
343209.000421,2055,3,6,34.592235,-112.433285,1562.243000,-0.070000,-0.060000,-0.550000,13.662000,14.790000,13.134000,0.776000,0.000000,1559171991.133539
343209.200422,2055,3,6,34.592235,-112.433284,1562.103000,0.170000,0.080000,-0.670000,13.690000,14.820000,13.164000,0.872000,0.000000,1559171991.328853
343209.400423,2055,3,6,34.592235,-112.433284,1562.050000,0.080000,-0.130000,-0.810000,13.745000,14.880000,13.194000,0.824000,0.000000,1559171991.530450
343209.600423,2055,3,6,34.592235,-112.433284,1561.947000,0.060000,0.000000,-0.780000,13.801000,14.940000,13.239000,0.840000,0.000000,1559171991.728350
343209.800424,2055,3,6,34.592234,-112.433283,1561.889000,0.080000,0.210000,-0.820000,13.828000,14.970000,13.284000,0.856000,0.000000,1559171991.927471
343210.000425,2055,3,6,34.592234,-112.433283,1561.785000,0.060000,-0.280000,-0.830000,13.884000,15.030000,13.326000,0.800000,0.000000,1559171992.129221
343210.200426,2055,3,6,34.592234,-112.433283,1561.742000,0.000000,-0.350000,-0.830000,13.939000,15.090000,13.371000,0.784000,0.000000,1559171992.328225
343210.400426,2055,3,6,34.592234,-112.433283,1561.770000,0.250000,-0.460000,-1.100000,13.967000,15.120000,13.413000,0.800000,0.000000,1559171992.528610
343210.600427,2055,3,6,34.592234,-112.433284,1561.752000,-0.060000,-0.420000,-0.950000,14.022000,15.180000,13.458000,0.768000,0.000000,1559171992.728976
343210.800428,2055,3,6,34.592235,-112.433284,1561.761000,0.260000,-0.060000,-1.050000,14.050000,15.210000,13.497000,0.824000,0.000000,1559171992.928097
343211.000429,2055,3,6,34.592235,-112.433284,1561.511000,0.260000,-0.020000,-0.800000,14.105000,15.270000,13.527000,0.808000,0.000000,1559171993.127203
343211.200430,2055,3,6,34.592235,-112.433284,1561.308000,0.060000,0.120000,-0.610000,14.133000,15.300000,13.551000,0.792000,0.000000,1559171993.327574
343211.400430,2055,3,6,34.592235,-112.433283,1561.075000,0.180000,-0.030000,-0.480000,14.161000,15.330000,13.569000,0.808000,0.000000,1559171993.527951
343211.600431,2055,3,6,34.592234,-112.433283,1560.901000,-0.060000,-0.270000,-0.260000,14.188000,15.360000,13.599000,0.712000,0.000000,1559171993.728450
343211.800432,2055,3,6,34.592235,-112.433283,1560.799000,0.330000,0.260000,-0.460000,14.216000,15.390000,13.635000,0.864000,0.000000,1559171993.927485
343212.000433,2055,3,6,34.592235,-112.433283,1560.722000,-0.050000,-0.220000,-0.280000,14.272000,15.450000,13.662000,0.744000,0.000000,1559171994.127866
343212.200434,2055,3,6,34.592235,-112.433283,1560.675000,0.120000,0.170000,-0.530000,14.299000,15.480000,13.701000,0.896000,0.000000,1559171994.326951
343212.400434,2055,3,6,34.592235,-112.433282,1560.636000,0.170000,0.270000,-0.590000,14.355000,15.540000,13.752000,0.912000,0.000000,1559171994.528575
343212.600435,2055,3,6,34.592235,-112.433282,1560.735000,0.070000,-0.030000,-0.800000,14.410000,15.600000,13.794000,0.872000,0.000000,1559171994.728988
343212.800436,2055,3,6,34.592235,-112.433282,1560.699000,0.190000,-0.060000,-0.870000,14.466000,15.660000,13.836000,0.864000,0.000000,1559171994.928109
343213.000437,2055,3,6,34.592235,-112.433281,1560.622000,0.040000,0.050000,-0.760000,14.493000,15.690000,13.869000,0.840000,0.000000,1559171995.127350
343213.200437,2055,3,6,34.592235,-112.433282,1560.609000,0.130000,-0.260000,-0.830000,14.521000,15.720000,13.890000,0.792000,0.000000,1559171995.327701
343213.400438,2055,3,6,34.592236,-112.433281,1560.525000,0.400000,0.320000,-0.950000,14.549000,15.750000,13.911000,0.856000,0.000000,1559171995.529202
343213.600439,2055,3,6,34.592236,-112.433281,1560.297000,-0.190000,-0.310000,-0.470000,14.576000,15.780000,13.911000,0.720000,0.000000,1559171995.727122
343213.800440,2055,3,6,34.592235,-112.433280,1560.020000,0.290000,0.380000,-0.410000,14.576000,15.780000,13.917000,0.904000,0.000000,1559171995.927468
343214.000441,2055,3,6,34.592235,-112.433280,1559.877000,-0.230000,-0.400000,-0.210000,14.604000,15.810000,13.923000,0.816000,0.000000,1559171996.133533
343214.200441,2055,3,7,34.592235,-112.433281,1559.857000,0.140000,-0.060000,-0.440000,15.810000,13.344000,13.920000,0.888000,0.000000,1559171996.333220
343214.400442,2055,3,7,34.592235,-112.433282,1559.740000,-0.220000,-0.170000,-0.260000,15.840000,13.370000,13.911000,0.648000,0.000000,1559171996.532322
343214.600443,2055,3,7,34.592234,-112.433282,1559.624000,0.100000,0.280000,-0.280000,15.870000,13.395000,13.929000,0.912000,0.000000,1559171996.734059
343214.800444,2055,3,7,34.592234,-112.433282,1559.574000,0.080000,0.020000,-0.170000,15.870000,13.395000,13.947000,0.928000,0.000000,1559171996.931852
343215.000444,2055,3,7,34.592234,-112.433282,1559.618000,-0.010000,-0.200000,-0.430000,15.900000,13.420000,13.950000,0.760000,0.000000,1559171997.133482
343215.200445,2055,3,7,34.592234,-112.433282,1559.624000,0.230000,0.180000,-0.440000,15.900000,13.420000,13.947000,0.888000,0.000000,1559171997.333839
343215.400446,2055,3,7,34.592235,-112.433282,1559.690000,0.230000,0.260000,-0.590000,15.870000,13.395000,13.929000,0.856000,0.000000,1559171997.532948
343215.600447,2055,3,7,34.592235,-112.433282,1559.546000,0.030000,-0.030000,-0.320000,15.870000,13.395000,13.905000,0.728000,0.000000,1559171997.732113
343215.800448,2055,3,7,34.592235,-112.433282,1559.562000,0.190000,-0.070000,-0.630000,15.810000,13.344000,13.842000,0.768000,0.000000,1559171997.933716
343216.000448,2055,3,7,34.592235,-112.433283,1559.586000,-0.050000,-0.300000,-0.750000,15.750000,13.294000,13.785000,0.688000,0.000000,1559171998.134239
343216.200449,2055,3,7,34.592234,-112.433283,1559.593000,-0.140000,-0.240000,-0.690000,15.750000,13.294000,13.779000,0.672000,0.000000,1559171998.333222
343216.400450,2055,3,7,34.592234,-112.433283,1559.664000,0.160000,-0.120000,-0.950000,15.750000,13.294000,13.782000,0.776000,0.000000,1559171998.532321
343216.600451,2055,3,7,34.592234,-112.433284,1559.774000,-0.100000,-0.320000,-0.920000,15.780000,13.319000,13.788000,0.728000,0.000000,1559171998.732738
343216.800452,2055,3,7,34.592233,-112.433284,1559.669000,-0.060000,-0.310000,-0.700000,15.780000,13.319000,13.800000,0.720000,0.000000,1559171998.933105
343217.000452,2055,3,6,34.592233,-112.433284,1559.622000,0.280000,-0.110000,-0.820000,14.604000,15.810000,13.827000,0.832000,0.000000,1559171999.133481
343217.200453,2055,3,6,34.592233,-112.433284,1559.651000,0.280000,0.180000,-0.930000,14.632000,15.840000,13.851000,0.856000,0.000000,1559171999.331343
343217.400454,2055,3,6,34.592233,-112.433284,1559.704000,-0.100000,-0.170000,-0.840000,14.660000,15.870000,13.878000,0.760000,0.000000,1559171999.527981
343217.600455,2055,3,6,34.592233,-112.433284,1559.547000,-0.050000,-0.110000,-0.630000,14.687000,15.900000,13.902000,0.752000,0.000000,1559171999.727190
343217.800455,2055,3,6,34.592232,-112.433284,1559.494000,-0.040000,-0.010000,-0.520000,14.687000,15.900000,13.929000,0.776000,0.000000,1559171999.928722
343218.000456,2055,3,6,34.592232,-112.433284,1559.387000,0.160000,0.120000,-0.440000,14.743000,15.960000,13.965000,0.848000,0.000000,1559172000.131568
343218.200457,2055,3,6,34.592232,-112.433283,1559.342000,0.010000,-0.080000,-0.550000,14.743000,15.960000,13.989000,0.808000,0.000000,1559172000.333194
343218.400458,2055,3,6,34.592232,-112.433283,1559.351000,-0.180000,-0.080000,-0.720000,14.770000,15.990000,14.016000,0.752000,0.000000,1559172000.531068
343218.600459,2055,3,6,34.592231,-112.433283,1559.238000,0.040000,-0.010000,-0.720000,14.798000,16.020000,14.052000,0.824000,0.000000,1559172000.728978
343218.800459,2055,3,6,34.592231,-112.433282,1559.142000,0.070000,-0.090000,-0.660000,14.826000,16.049999,14.082000,0.816000,0.000000,1559172000.928146
343219.000460,2055,3,6,34.592231,-112.433283,1559.222000,0.030000,-0.270000,-0.780000,14.881000,16.110001,14.115000,0.784000,0.000000,1559172001.131728
343219.200461,2055,3,6,34.592231,-112.433282,1559.288000,0.050000,0.180000,-0.990000,14.909000,16.139999,14.148000,0.840000,0.000000,1559172001.328853
343219.400462,2055,3,6,34.592231,-112.433282,1559.282000,0.050000,0.180000,-1.050000,14.937000,16.170000,14.181000,0.824000,0.000000,1559172001.527944
343219.600463,2055,3,6,34.592230,-112.433280,1559.176000,0.160000,0.320000,-0.880000,14.964000,16.200001,14.214000,0.848000,0.000000,1559172001.728319
343219.800463,2055,3,6,34.592230,-112.433280,1559.042000,0.050000,-0.010000,-0.760000,14.992000,16.230000,14.241000,0.800000,0.000000,1559172001.931194
343220.000464,2055,3,6,34.592231,-112.433279,1558.859000,0.390000,0.360000,-0.750000,15.020000,16.260000,14.268000,0.848000,0.000000,1559172002.134067
343220.200465,2055,3,6,34.592230,-112.433278,1558.656000,-0.160000,0.040000,-0.400000,15.048000,16.290001,14.301000,0.712000,0.000000,1559172002.321813
343220.400466,2055,3,6,34.592230,-112.433277,1558.401000,-0.110000,0.040000,-0.270000,15.075000,16.320000,14.328000,0.720000,0.000000,1559172002.523459
343220.600466,2055,3,6,34.592230,-112.433277,1558.247000,0.000000,-0.050000,-0.270000,15.103000,16.350000,14.358000,0.840000,0.000000,1559172002.726424
343220.800467,2055,3,6,34.592230,-112.433276,1558.076000,0.080000,-0.070000,-0.260000,15.131000,16.379999,14.385000,0.848000,0.000000,1559172002.929229
343221.000468,2055,3,7,34.592229,-112.433276,1557.843000,-0.310000,-0.120000,0.060000,16.379999,13.825000,14.394000,0.648000,0.000000,1559172003.132066
343221.200469,2055,3,6,34.592228,-112.433276,1557.605000,-0.140000,0.150000,0.030000,15.158000,16.410000,14.415000,0.464000,0.000000,1559172003.329977
343221.400470,2055,3,6,34.592227,-112.433276,1557.430000,-0.280000,-0.540000,0.010000,15.186000,16.440001,14.448000,0.856000,0.000000,1559172003.527813
343221.600470,2055,3,6,34.592227,-112.433276,1557.246000,0.100000,0.030000,-0.070000,15.214000,16.469999,14.484000,0.904000,0.000000,1559172003.728222
343221.800471,2055,3,6,34.592227,-112.433276,1557.222000,-0.110000,-0.380000,-0.190000,15.269000,16.530001,14.538000,0.736000,0.000000,1559172003.927356
343222.000472,2055,3,6,34.592227,-112.433277,1557.192000,0.290000,-0.360000,-0.400000,15.325000,16.590000,14.583000,0.696000,0.000000,1559172004.129060
343222.200473,2055,3,6,34.592227,-112.433277,1557.071000,0.180000,0.350000,-0.400000,15.352000,16.620001,14.634000,0.928000,0.000000,1559172004.328089
343222.400474,2055,3,6,34.592227,-112.433275,1556.974000,0.220000,0.440000,-0.460000,15.408000,16.680000,14.673000,0.880000,0.000000,1559172004.528457
343222.600474,2055,3,6,34.592227,-112.433274,1556.850000,0.110000,0.100000,-0.360000,15.408000,16.680000,14.706000,0.880000,0.000000,1559172004.727601
343222.800475,2055,3,6,34.592227,-112.433274,1556.650000,-0.140000,0.080000,-0.210000,15.436000,16.709999,14.742000,0.640000,0.000000,1559172004.929207
343223.000476,2055,3,6,34.592227,-112.433273,1556.426000,-0.050000,0.160000,-0.050000,15.463000,16.740000,14.772000,0.616000,0.000000,1559172005.127102
343223.200477,2055,3,6,34.592227,-112.433273,1556.190000,-0.040000,-0.080000,0.030000,15.491000,16.770000,14.802000,0.840000,0.000000,1559172005.327456
343223.400477,2055,3,6,34.592227,-112.433272,1556.068000,-0.020000,0.200000,-0.130000,15.519000,16.799999,14.832000,0.744000,0.000000,1559172005.527811
343223.600478,2055,3,6,34.592227,-112.433272,1556.017000,-0.040000,-0.430000,-0.280000,15.546000,16.830000,14.877000,0.696000,0.000000,1559172005.728303
343223.800479,2055,3,6,34.592226,-112.433273,1556.010000,-0.040000,-0.220000,-0.300000,15.602000,16.889999,14.937000,0.744000,0.000000,1559172005.927341
343224.000480,2055,3,6,34.592226,-112.433273,1555.887000,-0.110000,-0.100000,-0.320000,15.657000,16.950001,14.985000,0.744000,0.000000,1559172006.133226
343224.200481,2055,3,6,34.592226,-112.433273,1555.935000,0.250000,0.060000,-0.670000,15.685000,16.980000,15.033000,0.888000,0.000000,1559172006.328091
343224.400481,2055,3,6,34.592226,-112.433273,1555.976000,-0.070000,-0.530000,-0.700000,15.740000,17.040001,15.084000,0.736000,0.000000,1559172006.528454
343224.600482,2055,3,6,34.592226,-112.433274,1555.897000,0.040000,-0.130000,-0.680000,15.768000,17.070000,15.123000,0.784000,0.000000,1559172006.728900
343224.800483,2055,3,6,34.592226,-112.433274,1555.895000,0.100000,-0.180000,-0.830000,15.823000,17.129999,15.174000,0.768000,0.000000,1559172006.929219
343225.000484,2055,3,6,34.592226,-112.433274,1555.663000,-0.210000,-0.270000,-0.570000,15.879000,17.190001,15.225000,0.720000,0.000000,1559172007.127202
343225.200485,2055,3,6,34.592225,-112.433274,1555.597000,-0.050000,0.050000,-0.620000,15.962000,17.280001,15.279000,0.800000,0.000000,1559172007.329957
343225.400485,2055,3,6,34.592225,-112.433274,1555.412000,-0.120000,0.140000,-0.550000,16.017000,17.340000,15.324000,0.760000,0.000000,1559172007.529058
343225.600486,2055,3,6,34.592224,-112.433273,1555.226000,-0.270000,0.100000,-0.360000,16.045000,17.370001,15.372000,0.600000,0.000000,1559172007.728225
343225.800487,2055,3,6,34.592223,-112.433274,1555.080000,-0.220000,-0.220000,-0.300000,16.101000,17.430000,15.417000,0.704000,0.000000,1559172007.927351
343226.000488,2055,3,6,34.592222,-112.433275,1554.964000,-0.200000,-0.110000,-0.340000,16.128000,17.459999,15.453000,0.688000,0.000000,1559172008.128967
343226.200489,2055,3,6,34.592222,-112.433276,1554.864000,-0.470000,-0.330000,-0.220000,16.156000,17.490000,15.480000,0.752000,0.000000,1559172008.328061
343226.400489,2055,3,6,34.592220,-112.433278,1554.558000,-0.260000,-0.280000,-0.140000,16.184000,17.520000,15.510000,0.744000,0.000000,1559172008.527217
343226.600490,2055,3,6,34.592220,-112.433278,1554.570000,0.180000,0.100000,-0.460000,16.211000,17.549999,15.543000,0.920000,0.000000,1559172008.728939
343226.800491,2055,3,6,34.592220,-112.433279,1554.650000,0.270000,-0.060000,-0.610000,16.267000,17.610001,15.597000,0.904000,0.000000,1559172008.927952
343227.000492,2055,3,6,34.592220,-112.433280,1554.743000,0.110000,-0.030000,-0.730000,16.295000,17.639999,15.651000,0.896000,0.000000,1559172009.128343
343227.200492,2055,3,6,34.592220,-112.433280,1554.696000,0.330000,0.130000,-0.710000,16.350000,17.700001,15.690000,0.912000,0.000000,1559172009.327453
343227.400493,2055,3,6,34.592220,-112.433281,1554.762000,0.190000,0.060000,-0.790000,16.378000,17.730000,15.723000,0.880000,0.000000,1559172009.529058
343227.600494,2055,3,6,34.592220,-112.433282,1554.833000,0.200000,0.100000,-0.860000,16.405001,17.760000,15.780000,0.864000,0.000000,1559172009.726967
343227.800495,2055,3,6,34.592220,-112.433282,1554.798000,-0.040000,0.040000,-0.780000,16.461000,17.820000,15.837000,0.808000,0.000000,1559172009.928574
343228.000496,2055,3,6,34.592219,-112.433283,1554.651000,-0.200000,0.030000,-0.580000,16.516001,17.879999,15.891000,0.728000,0.000000,1559172010.129051
343228.200496,2055,3,6,34.592219,-112.433283,1554.545000,0.310000,0.480000,-0.590000,16.544001,17.910000,15.945000,0.872000,0.000000,1559172010.328083
343228.400497,2055,3,6,34.592219,-112.433283,1554.470000,0.080000,0.150000,-0.520000,16.599001,17.969999,15.996000,0.880000,0.000000,1559172010.528433
343228.600498,2055,3,6,34.592218,-112.433284,1554.459000,0.060000,0.010000,-0.500000,16.627001,18.000000,16.038000,0.872000,0.000000,1559172010.728846
343228.800499,2055,3,6,34.592217,-112.433286,1554.491000,0.290000,-0.060000,-0.610000,16.655001,18.030001,16.083000,0.880000,0.000000,1559172010.929215
343229.000500,2055,3,6,34.592217,-112.433288,1554.470000,0.010000,-0.020000,-0.480000,16.655001,18.030001,16.118999,0.856000,0.000000,1559172011.131582
343229.200500,2055,3,6,34.592215,-112.433291,1554.416000,0.180000,0.150000,-0.380000,16.683001,18.059999,16.158001,0.920000,0.000000,1559172011.327460
343229.399501,2055,3,6,34.592214,-112.433295,1554.575000,-0.260000,-0.190000,-0.270000,16.709999,18.090000,16.200001,0.656000,0.000000,1559172011.529055
343229.599502,2055,3,6,34.592213,-112.433296,1554.747000,0.050000,-0.090000,-0.630000,16.766001,18.150000,16.263000,0.896000,0.000000,1559172011.728316
343229.799503,2055,3,6,34.592212,-112.433298,1554.825000,0.010000,0.090000,-0.690000,16.792999,18.180000,16.326000,0.920000,0.000000,1559172011.927355
343229.999504,2055,3,6,34.592212,-112.433299,1554.843000,-0.030000,0.230000,-0.660000,16.849001,18.240000,16.389000,0.896000,0.000000,1559172012.127712
343230.199504,2055,3,6,34.592211,-112.433300,1554.964000,0.120000,0.070000,-0.790000,16.903999,18.299999,16.458000,0.944000,0.000000,1559172012.331892
343230.399505,2055,3,6,34.592210,-112.433301,1554.867000,0.290000,0.220000,-0.790000,16.959999,18.360001,16.518000,0.952000,0.000000,1559172012.530962
343230.599506,2055,3,6,34.592210,-112.433302,1554.919000,0.160000,0.330000,-0.750000,17.014999,18.420000,16.580999,0.952000,0.000000,1559172012.728833
343230.799507,2055,3,6,34.592209,-112.433303,1555.052000,0.030000,0.010000,-0.740000,17.070999,18.480000,16.656000,0.936000,0.000000,1559172012.927929
343230.999508,2055,3,6,34.592209,-112.433303,1555.273000,0.320000,0.760000,-1.010000,17.153999,18.570000,16.737000,0.976000,0.000000,1559172013.128426
343231.199508,2055,3,6,34.592209,-112.433302,1555.351000,0.120000,0.250000,-0.950000,17.237000,18.660000,16.820999,0.976000,0.000000,1559172013.327490
343231.399509,2055,3,6,34.592208,-112.433303,1555.276000,-0.170000,0.170000,-0.670000,17.292000,18.719999,16.893000,0.856000,0.000000,1559172013.527831
343231.599510,2055,3,7,34.592208,-112.433303,1555.478000,0.240000,0.200000,-0.840000,18.750000,15.826000,16.910999,0.968000,0.000000,1559172013.728203
343231.799511,2055,3,6,34.592208,-112.433304,1555.564000,0.200000,0.070000,-0.980000,17.348000,18.780001,16.965000,0.912000,0.000000,1559172013.928551
343231.999511,2055,3,6,34.592207,-112.433305,1555.598000,-0.090000,-0.270000,-0.830000,17.403000,18.840000,17.016001,0.808000,0.000000,1559172014.128925
343232.199512,2055,3,6,34.592206,-112.433306,1555.620000,-0.020000,-0.280000,-0.940000,17.458000,18.900000,17.058001,0.792000,0.000000,1559172014.328048
343232.399513,2055,3,6,34.592206,-112.433307,1555.686000,0.040000,-0.190000,-0.980000,17.486000,18.930000,17.108999,0.824000,0.000000,1559172014.528449
343232.599514,2055,3,6,34.592205,-112.433307,1555.915000,-0.010000,0.110000,-1.100000,17.542000,18.990000,17.157000,0.848000,0.000000,1559172014.731400
343232.799515,2055,3,6,34.592204,-112.433308,1555.816000,-0.360000,-0.270000,-0.830000,17.569000,19.020000,17.193001,0.704000,0.000000,1559172014.934217
343232.999515,2055,3,6,34.592203,-112.433308,1555.770000,-0.030000,0.120000,-0.910000,17.597000,19.049999,17.229000,0.816000,0.000000,1559172015.132085
343233.199516,2055,3,6,34.592203,-112.433308,1555.777000,0.270000,0.140000,-0.970000,17.625000,19.080000,17.271000,0.864000,0.000000,1559172015.333674
343233.399517,2055,3,6,34.592203,-112.433308,1555.673000,0.050000,0.330000,-0.820000,17.680000,19.139999,17.319000,0.888000,0.000000,1559172015.530301
343233.599518,2055,3,7,34.592202,-112.433308,1555.788000,-0.030000,-0.010000,-0.860000,19.170000,16.180000,17.349001,0.856000,0.000000,1559172015.733207
343233.799519,2055,3,7,34.592201,-112.433308,1555.567000,-0.110000,0.070000,-0.580000,19.200001,16.205999,17.379000,0.832000,0.000000,1559172015.932317
343233.999519,2055,3,7,34.592201,-112.433308,1555.503000,0.050000,0.140000,-0.500000,19.230000,16.231001,17.409000,0.936000,0.000000,1559172016.134040
343234.199520,2055,3,7,34.592201,-112.433307,1555.632000,0.110000,0.250000,-0.820000,19.260000,16.256001,17.424000,0.928000,0.000000,1559172016.330620
343234.399521,2055,3,7,34.592201,-112.433307,1555.665000,0.270000,0.200000,-0.820000,19.260000,16.256001,17.433001,0.912000,0.000000,1559172016.533440
343234.599522,2055,3,7,34.592201,-112.433307,1555.674000,0.010000,-0.130000,-0.680000,19.260000,16.256001,17.445000,0.808000,0.000000,1559172016.730092
343234.799523,2055,3,7,34.592200,-112.433307,1555.682000,0.140000,0.180000,-0.800000,19.290001,16.281000,17.457001,0.904000,0.000000,1559172016.927924
343234.999523,2055,3,7,34.592200,-112.433306,1555.738000,0.140000,0.370000,-0.850000,19.290001,16.281000,17.469000,0.904000,0.000000,1559172017.130794
343235.199524,2055,3,7,34.592200,-112.433306,1555.689000,0.000000,0.270000,-0.730000,19.290001,16.281000,17.478001,0.856000,0.000000,1559172017.332423
343235.399525,2055,3,7,34.592200,-112.433305,1555.757000,0.110000,0.270000,-0.830000,19.320000,16.306999,17.483999,0.872000,0.000000,1559172017.534047
343235.599526,2055,3,7,34.592199,-112.433305,1555.746000,-0.030000,0.190000,-0.670000,19.320000,16.306999,17.490000,0.824000,0.000000,1559172017.736993
343235.799527,2055,3,7,34.592199,-112.433305,1555.775000,0.070000,-0.190000,-0.630000,19.320000,16.306999,17.493000,0.776000,0.000000,1559172017.934866
343235.999527,2055,3,7,34.592199,-112.433305,1555.701000,0.050000,0.290000,-0.560000,19.290001,16.281000,17.481001,0.848000,0.000000,1559172018.132693
343236.199528,2055,3,7,34.592199,-112.433304,1555.669000,0.170000,0.000000,-0.600000,19.290001,16.281000,17.466000,0.872000,0.000000,1559172018.334298
343236.399529,2055,3,7,34.592199,-112.433304,1555.708000,0.280000,-0.150000,-0.740000,19.290001,16.281000,17.462999,0.848000,0.000000,1559172018.532169
343236.599530,2055,3,7,34.592199,-112.433304,1555.796000,0.260000,-0.140000,-0.850000,19.290001,16.281000,17.469000,0.848000,0.000000,1559172018.733874
343236.799531,2055,3,7,34.592199,-112.433304,1555.816000,0.180000,0.050000,-0.770000,19.290001,16.281000,17.475000,0.896000,0.000000,1559172018.934224
343236.999531,2055,3,7,34.592199,-112.433303,1555.953000,0.260000,0.150000,-0.940000,19.320000,16.306999,17.490000,0.912000,0.000000,1559172019.133409
343237.199532,2055,3,7,34.592199,-112.433303,1556.144000,0.140000,0.000000,-1.180000,19.320000,16.306999,17.502001,0.856000,0.000000,1559172019.332613
343237.399533,2055,3,7,34.592199,-112.433302,1556.320000,0.210000,0.430000,-1.210000,19.350000,16.332001,17.511000,0.888000,0.000000,1559172019.532915
343237.599534,2055,3,7,34.592199,-112.433301,1556.319000,0.110000,0.340000,-0.990000,19.350000,16.332001,17.523001,0.872000,0.000000,1559172019.730719
343237.799534,2055,3,7,34.592199,-112.433300,1556.341000,0.330000,0.180000,-1.010000,19.350000,16.332001,17.532000,0.896000,0.000000,1559172019.933541
343237.999535,2055,3,7,34.592199,-112.433300,1556.271000,-0.080000,0.010000,-0.590000,19.379999,16.357000,17.541000,0.792000,0.000000,1559172020.133974
