gpstime,week,gpsfix,numsats,lat,lon,alt,velx,vely,velz,nacc,eacc,vacc,tacc,timestamp
343238.199536,2055,3,7,34.592198,-112.433299,1556.353000,0.230000,0.210000,-0.770000,19.379999,16.357000,17.528999,0.960000,0.000000,1559172020.333042
343238.399537,2055,3,7,34.592198,-112.433298,1556.457000,0.240000,0.310000,-0.760000,19.350000,16.332001,17.517000,0.968000,0.000000,1559172020.530950
343238.599538,2055,3,7,34.592198,-112.433298,1556.572000,0.350000,-0.010000,-0.800000,19.379999,16.357000,17.520000,0.896000,0.000000,1559172020.733875
343238.799538,2055,3,7,34.592198,-112.433297,1556.604000,0.160000,-0.070000,-0.650000,19.379999,16.357000,17.517000,0.856000,0.000000,1559172020.934208
343238.999539,2055,3,7,34.592198,-112.433297,1556.714000,0.260000,0.130000,-0.680000,19.379999,16.357000,17.511000,0.920000,0.000000,1559172021.132159
343239.199540,2055,3,7,34.592198,-112.433296,1556.842000,0.130000,0.010000,-0.660000,19.379999,16.357000,17.504999,0.880000,0.000000,1559172021.333709
343239.399541,2055,3,7,34.592199,-112.433295,1557.019000,0.310000,0.230000,-0.800000,19.350000,16.332001,17.490000,0.920000,0.000000,1559172021.534096
343239.599542,2055,3,7,34.592199,-112.433295,1557.182000,0.570000,0.280000,-0.970000,19.350000,16.332001,17.483999,0.912000,0.000000,1559172021.733217
343239.799542,2055,3,7,34.592199,-112.433294,1557.210000,0.260000,0.210000,-0.750000,19.350000,16.332001,17.475000,0.912000,0.000000,1559172021.932293
343239.999543,2055,3,7,34.592200,-112.433292,1557.306000,0.300000,0.190000,-0.740000,19.350000,16.332001,17.472000,0.936000,0.000000,1559172022.130267
343240.199544,2055,3,7,34.592200,-112.433291,1557.472000,0.270000,0.140000,-0.750000,19.379999,16.357000,17.469000,0.928000,0.000000,1559172022.333061
343240.399545,2055,3,7,34.592200,-112.433290,1557.566000,0.080000,0.170000,-0.650000,19.379999,16.357000,17.462999,0.888000,0.000000,1559172022.533414
343240.599546,2055,3,7,34.592200,-112.433290,1557.543000,0.270000,-0.190000,-0.450000,19.350000,16.332001,17.454000,0.752000,0.000000,1559172022.733792
343240.799546,2055,3,7,34.592200,-112.433290,1557.631000,0.000000,-0.160000,-0.370000,19.350000,16.332001,17.438999,0.704000,0.000000,1559172022.932957
343240.999547,2055,3,7,34.592199,-112.433290,1557.652000,-0.050000,-0.110000,-0.190000,19.350000,16.332001,17.438999,0.736000,0.000000,1559172023.133323
343241.199548,2055,3,7,34.592199,-112.433289,1557.740000,-0.010000,0.230000,-0.300000,19.379999,16.357000,17.433001,0.912000,0.000000,1559172023.332478
343241.399549,2055,3,7,34.592199,-112.433289,1557.890000,-0.130000,-0.380000,-0.280000,19.379999,16.357000,17.427000,0.840000,0.000000,1559172023.534227
343241.599550,2055,3,7,34.592199,-112.433288,1558.204000,0.090000,-0.010000,-0.690000,19.379999,16.357000,17.421000,0.912000,0.000000,1559172023.733182
343241.799550,2055,3,7,34.592199,-112.433287,1558.496000,0.020000,0.000000,-0.910000,19.410000,16.382999,17.415001,0.880000,0.000000,1559172023.933487
343241.999551,2055,3,7,34.592199,-112.433287,1558.723000,0.250000,0.070000,-1.010000,19.410000,16.382999,17.409000,0.944000,0.000000,1559172024.133860
