gpstime,week,gpsfix,numsats,lat,lon,alt,velx,vely,velz,nacc,eacc,vacc,sacc,tacc,timestamp
348316.399724,2055,3,9,34.59224350,-112.43327020,1551.008,-0.090,0.230,-0.350,12.780,9.322,11.307,0.464,0.00000000800,1559177098.542954445
348316.599725,2055,3,9,34.59224330,-112.43326980,1551.028,-0.070,0.170,-0.240,12.780,9.322,11.322,0.464,0.00000000800,1559177098.742061853
348316.799726,2055,3,9,34.59224290,-112.43326920,1551.115,-0.040,0.050,-0.040,12.810,9.344,11.340,0.448,0.00000000800,1559177098.943675756
348316.999727,2055,3,9,34.59224300,-112.43326940,1551.011,-0.020,0.060,-0.010,12.810,9.344,11.343,0.400,0.00000000800,1559177099.144052267
348317.199727,2055,3,9,34.59224300,-112.43326970,1550.951,-0.050,-0.040,-0.080,12.810,9.344,11.349,0.384,0.00000000800,1559177099.343267441
348317.399728,2055,3,9,34.59224270,-112.43326970,1550.972,-0.100,0.040,-0.240,12.810,9.344,11.355,0.448,0.00000000800,1559177099.539837122
348317.599729,2055,3,9,34.59224270,-112.43327020,1550.895,-0.070,0.020,-0.240,12.810,9.344,11.361,0.440,0.00000000800,1559177099.742669344
348317.799730,2055,3,9,34.59224270,-112.43327060,1550.824,0.010,-0.080,0.050,12.840,9.366,11.367,0.424,0.00000000800,1559177099.943044901
348317.999731,2055,3,9,34.59224300,-112.43327120,1550.646,0.040,-0.090,0.340,12.840,9.366,11.373,0.448,0.00000000800,1559177100.142184019
348318.199732,2055,3,9,34.59224330,-112.43327180,1550.469,0.150,-0.070,0.200,12.840,9.366,11.376,0.440,0.00000000800,1559177100.340042114
348318.399733,2055,3,9,34.59224360,-112.43327230,1550.337,0.050,-0.090,0.100,12.840,9.366,11.382,0.448,0.00000000800,1559177100.542912006
348318.599734,2055,3,9,34.59224370,-112.43327250,1550.263,-0.030,0.050,-0.200,12.840,9.366,11.388,0.448,0.00000000800,1559177100.742157936
348318.799735,2055,3,9,34.59224370,-112.43327250,1550.231,-0.090,0.050,-0.220,12.840,9.366,11.388,0.448,0.00000000800,1559177100.939938307
348318.999736,2055,3,9,34.59224390,-112.43327280,1550.108,0.110,-0.040,0.090,12.840,9.366,11.391,0.400,0.00000000800,1559177101.137895346
348319.199737,2055,3,9,34.59224400,-112.43327280,1550.075,0.130,-0.020,0.160,12.870,9.388,11.394,0.416,0.00000000800,1559177101.341936588
348319.399738,2055,3,9,34.59224430,-112.43327300,1549.981,0.120,-0.010,0.080,12.870,9.388,11.400,0.368,0.00000000800,1559177101.539810419
348319.599739,2055,3,9,34.59224430,-112.43327290,1549.937,-0.030,0.050,0.000,12.870,9.388,11.397,0.384,0.00000000800,1559177101.737693071
348319.799740,2055,3,9,34.59224430,-112.43327310,1549.848,-0.060,0.010,-0.020,12.870,9.388,11.397,0.336,0.00000000800,1559177101.938062668
348319.999741,2055,3,9,34.59224440,-112.43327360,1549.746,0.030,-0.100,-0.090,12.870,9.388,11.397,0.336,0.00000000800,1559177102.137190104
348320.199742,2055,3,9,34.59224450,-112.43327370,1549.694,0.080,-0.090,0.220,12.870,9.388,11.397,0.440,0.00000000800,1559177102.338896751
348320.399743,2055,3,9,34.59224500,-112.43327440,1549.500,0.130,-0.310,0.320,12.870,9.388,11.400,0.440,0.00000000800,1559177102.537944555
348320.599744,2055,3,9,34.59224550,-112.43327520,1549.290,0.100,-0.100,0.220,12.870,9.388,11.400,0.440,0.00000000800,1559177102.738338232
348320.799745,2055,3,9,34.59224560,-112.43327550,1549.245,0.040,-0.200,-0.040,12.870,9.388,11.400,0.376,0.00000000800,1559177102.937490463
348320.999746,2055,3,9,34.59224590,-112.43327590,1549.122,0.060,0.020,-0.120,12.840,9.366,11.397,0.368,0.00000000800,1559177103.139110565
348321.199747,2055,3,9,34.59224610,-112.43327610,1549.020,-0.040,0.040,0.050,12.870,9.388,11.400,0.320,0.00000000800,1559177103.338239908
348321.399748,2055,3,9,34.59224630,-112.43327640,1548.864,0.100,-0.020,0.280,12.870,9.388,11.403,0.432,0.00000000800,1559177103.537380457
348321.599749,2055,3,9,34.59224660,-112.43327680,1548.701,0.080,-0.140,0.260,12.870,9.388,11.403,0.448,0.00000000800,1559177103.737784386
