gpstime,week,gpsfix,numsats,lat,lon,alt,velx,vely,velz,nacc,eacc,vacc,sacc,tacc,timestamp
348233.000314,2055,3,10,34.59221870,-112.43322100,1559.292,-0.030,0.190,-0.130,10.620,8.526,9.132,0.496,0.00000000600,1559177015.142706394
348233.200315,2055,3,10,34.59221860,-112.43322120,1559.318,-0.110,-0.200,-0.320,10.650,8.550,9.141,0.392,0.00000000600,1559177015.341749191
348233.400316,2055,3,10,34.59221840,-112.43322170,1559.369,-0.140,-0.130,-0.290,10.650,8.550,9.156,0.392,0.00000000600,1559177015.542123556
348233.600317,2055,3,10,34.59221790,-112.43322180,1559.510,-0.090,-0.060,-0.320,10.680,8.574,9.171,0.408,0.00000000600,1559177015.742512941
348233.800318,2055,3,10,34.59221770,-112.43322180,1559.605,-0.010,-0.040,-0.160,10.680,8.574,9.186,0.400,0.00000000600,1559177015.942870855
348234.000319,2055,3,10,34.59221750,-112.43322160,1559.698,0.020,0.070,-0.120,10.710,8.598,9.201,0.496,0.00000000600,1559177016.146962881
348234.200320,2055,3,10,34.59221730,-112.43322120,1559.820,-0.010,0.060,-0.100,10.710,8.598,9.210,0.488,0.00000000600,1559177016.347362518
348234.400321,2055,3,10,34.59221720,-112.43322110,1559.862,-0.010,0.010,-0.070,10.740,8.622,9.225,0.456,0.00000000600,1559177016.545430422
348234.600322,2055,3,10,34.59221710,-112.43322100,1559.921,0.010,-0.040,-0.010,10.740,8.622,9.231,0.400,0.00000000600,1559177016.746876001
348234.800323,2055,3,10,34.59221730,-112.43322110,1559.874,-0.040,0.020,0.080,10.740,8.622,9.240,0.368,0.00000000600,1559177016.945993423
348235.000324,2055,3,10,34.59221730,-112.43322090,1559.893,0.010,0.090,-0.130,10.740,8.622,9.246,0.496,0.00000000600,1559177017.147613525
348235.200325,2055,3,10,34.59221710,-112.43322050,1559.975,-0.060,0.100,-0.140,10.770,8.646,9.255,0.472,0.00000000600,1559177017.345484734
348235.400326,2055,3,10,34.59221710,-112.43322050,1559.984,-0.100,0.040,-0.120,10.770,8.646,9.264,0.416,0.00000000600,1559177017.543359518
348235.600327,2055,3,10,34.59221690,-112.43322050,1560.012,-0.150,-0.070,-0.110,10.770,8.646,9.273,0.344,0.00000000600,1559177017.743756771
348235.800328,2055,3,10,34.59221680,-112.43322050,1560.039,0.020,0.120,-0.110,10.800,8.670,9.282,0.496,0.00000000600,1559177017.942878962
348236.000329,2055,3,10,34.59221650,-112.43322020,1560.137,-0.070,0.040,-0.090,10.800,8.670,9.285,0.416,0.00000000600,1559177018.142093420
348236.200330,2055,3,10,34.59221610,-112.43322010,1560.211,-0.010,0.070,0.030,10.800,8.670,9.294,0.408,0.00000000600,1559177018.342372417
348236.400331,2055,3,10,34.59221570,-112.43321960,1560.352,0.020,0.110,0.060,10.800,8.670,9.300,0.416,0.00000000600,1559177018.541492462
348236.600332,2055,3,10,34.59221560,-112.43321970,1560.351,0.020,-0.050,0.090,10.830,8.695,9.312,0.504,0.00000000600,1559177018.741791725
348236.800333,2055,3,10,34.59221570,-112.43321980,1560.333,0.050,0.100,0.000,10.830,8.695,9.321,0.488,0.00000000600,1559177018.942157745
348237.000334,2055,3,10,34.59221570,-112.43321960,1560.331,0.010,0.190,-0.060,10.860,8.719,9.333,0.528,0.00000000600,1559177019.142528772
348237.200335,2055,3,10,34.59221580,-112.43321970,1560.311,-0.080,0.020,-0.240,10.860,8.719,9.342,0.440,0.00000000600,1559177019.341714382
348237.400336,2055,3,10,34.59221560,-112.43321990,1560.360,-0.080,0.040,-0.340,10.860,8.719,9.354,0.448,0.00000000600,1559177019.542233467
348237.600337,2055,3,10,34.59221540,-112.43321960,1560.497,0.050,0.240,-0.340,10.890,8.743,9.363,0.528,0.00000000600,1559177019.742503643
348237.800338,2055,3,10,34.59221520,-112.43321960,1560.576,-0.070,-0.170,-0.140,10.890,8.743,9.375,0.408,0.00000000600,1559177019.942860842
348238.000339,2055,3,10,34.59221480,-112.43321970,1560.681,0.020,-0.060,-0.030,10.920,8.767,9.387,0.400,0.00000000600,1559177020.142016649
348238.200340,2055,3,10,34.59221470,-112.43321950,1560.745,0.040,0.090,0.100,10.920,8.767,9.396,0.408,0.00000000600,1559177020.342356920
348238.400341,2055,3,10,34.59221460,-112.43321940,1560.738,-0.010,0.040,0.040,10.950,8.791,9.405,0.392,0.00000000600,1559177020.548605204
348238.600342,2055,3,10,34.59221460,-112.43321930,1560.760,0.050,0.120,0.020,10.950,8.791,9.417,0.488,0.00000000600,1559177020.743133307
348238.800343,2055,3,10,34.59221440,-112.43321900,1560.808,-0.090,0.040,0.020,10.980,8.815,9.432,0.296,0.00000000600,1559177020.942215204
348239.000344,2055,3,10,34.59221450,-112.43321940,1560.709,-0.010,-0.120,0.060,10.980,8.815,9.447,0.552,0.00000000600,1559177021.142692804
348239.200345,2055,3,10,34.59221470,-112.43321970,1560.638,0.040,0.060,0.010,11.010,8.839,9.468,0.488,0.00000000700,1559177021.341731071
348239.400346,2055,3,10,34.59221490,-112.43322000,1560.569,-0.060,-0.160,-0.010,11.040,8.863,9.489,0.504,0.00000000700,1559177021.542128563
348239.600347,2055,3,10,34.59221460,-112.43322030,1560.618,0.010,-0.170,-0.070,11.040,8.863,9.501,0.432,0.00000000700,1559177021.743740320
348239.800348,2055,3,10,34.59221470,-112.43322080,1560.594,-0.060,-0.070,-0.110,11.070,8.887,9.513,0.392,0.00000000700,1559177021.941685677
348240.000349,2055,3,10,34.59221450,-112.43322090,1560.618,-0.010,-0.020,-0.070,11.070,8.887,9.522,0.400,0.00000000700,1559177022.144525528
348240.200350,2055,3,10,34.59221390,-112.43322060,1560.761,-0.060,0.020,0.010,11.070,8.887,9.531,0.272,0.00000000700,1559177022.347375393
348240.400351,2055,3,10,34.59221360,-112.43322060,1560.788,0.010,-0.040,0.020,11.100,8.911,9.540,0.496,0.00000000700,1559177022.547861814
348240.600352,2055,3,10,34.59221360,-112.43322090,1560.763,0.050,-0.060,0.170,11.100,8.911,9.555,0.480,0.00000000700,1559177022.745622635
348240.800353,2055,3,10,34.59221360,-112.43322110,1560.741,0.070,-0.050,0.290,11.130,8.935,9.570,0.456,0.00000000700,1559177022.947255611
348241.000354,2055,3,10,34.59221340,-112.43322110,1560.770,0.080,0.000,0.110,11.130,8.935,9.588,0.400,0.00000000700,1559177023.146337986
348241.200355,2055,3,10,34.59221330,-112.43322110,1560.780,0.000,0.100,0.040,11.160,8.959,9.606,0.432,0.00000000700,1559177023.347963572
348241.400355,2055,3,10,34.59221340,-112.43322120,1560.735,-0.010,0.140,-0.060,11.190,8.984,9.624,0.536,0.00000000700,1559177023.547121286
348241.600356,2055,3,10,34.59221330,-112.43322090,1560.743,-0.030,0.280,-0.120,11.190,8.984,9.639,0.544,0.00000000700,1559177023.749962568
348241.800357,2055,3,9,34.59221310,-112.43322040,1560.793,-0.100,0.200,-0.390,11.220,8.184,9.657,0.512,0.00000000700,1559177023.937709093
348242.000358,2055,3,9,34.59221280,-112.43322020,1560.882,-0.090,0.090,-0.390,11.250,8.206,9.672,0.472,0.00000000700,1559177024.141927004
348242.200359,2055,3,9,34.59221250,-112.43322020,1560.946,-0.140,-0.070,-0.230,11.250,8.206,9.690,0.400,0.00000000700,1559177024.342230797
348242.400360,2055,3,9,34.59221240,-112.43322040,1560.951,0.040,-0.090,-0.030,11.280,8.228,9.702,0.408,0.00000000700,1559177024.542646170
348242.600361,2055,3,9,34.59221240,-112.43322030,1560.972,0.080,0.070,0.030,11.280,8.228,9.714,0.416,0.00000000700,1559177024.741770029
348242.800362,2055,3,9,34.59221230,-112.43322000,1561.025,0.040,0.010,0.080,11.310,8.250,9.729,0.408,0.00000000700,1559177024.943357468
348243.000363,2055,3,9,34.59221210,-112.43321970,1561.076,0.040,0.040,0.030,11.310,8.250,9.750,0.440,0.00000000700,1559177025.143726826
348243.200364,2055,3,9,34.59221220,-112.43321960,1561.056,-0.030,-0.050,-0.080,11.340,8.272,9.771,0.408,0.00000000700,1559177025.342836142
348243.400365,2055,3,9,34.59221210,-112.43321940,1561.082,-0.080,0.080,-0.090,11.370,8.293,9.795,0.464,0.00000000700,1559177025.549268246
348243.600366,2055,3,9,34.59221230,-112.43321930,1561.027,-0.030,0.010,-0.030,11.400,8.315,9.816,0.432,0.00000000700,1559177025.742409945
348243.800367,2055,3,9,34.59221240,-112.43321910,1561.028,0.040,0.060,-0.110,11.400,8.315,9.828,0.496,0.00000000700,1559177025.942739487
348244.000368,2055,3,9,34.59221240,-112.43321890,1561.080,0.020,-0.150,0.050,11.430,8.337,9.840,0.528,0.00000000700,1559177026.141939640
348244.200369,2055,3,9,34.59221260,-112.43321920,1561.031,0.100,-0.210,0.420,11.430,8.337,9.849,0.488,0.00000000700,1559177026.342212200
348244.400370,2055,3,9,34.59221280,-112.43321920,1560.970,0.070,0.070,0.200,11.460,8.359,9.861,0.392,0.00000000700,1559177026.542702675
348244.600371,2055,3,9,34.59221320,-112.43321930,1560.857,0.050,0.020,0.140,11.460,8.359,9.873,0.400,0.00000000700,1559177026.743033886
348244.800372,2055,3,9,34.59221360,-112.43321930,1560.762,0.030,0.080,-0.180,11.460,8.359,9.885,0.488,0.00000000700,1559177026.943375826
348245.000373,2055,3,9,34.59221390,-112.43321930,1560.686,-0.020,0.130,-0.100,11.490,8.381,9.894,0.536,0.00000000700,1559177027.143829584
348245.200374,2055,3,9,34.59221380,-112.43321890,1560.725,0.110,-0.050,0.290,11.490,8.381,9.903,0.448,0.00000000700,1559177027.342882395
348245.400375,2055,3,9,34.59221410,-112.43321920,1560.628,0.150,-0.190,0.310,11.490,8.381,9.915,0.480,0.00000000700,1559177027.541977644
348245.600376,2055,3,9,34.59221420,-112.43321940,1560.615,0.090,-0.100,0.190,11.520,8.403,9.924,0.480,0.00000000700,1559177027.742366552
348245.800377,2055,3,9,34.59221410,-112.43321940,1560.641,0.060,-0.130,0.110,11.520,8.403,9.927,0.496,0.00000000700,1559177027.942728281
348246.000378,2055,3,9,34.59221420,-112.43321980,1560.570,-0.040,-0.030,0.080,11.520,8.403,9.933,0.440,0.00000000700,1559177028.143125534
348246.200379,2055,3,9,34.59221440,-112.43321980,1560.490,0.030,0.060,0.140,11.520,8.403,9.939,0.392,0.00000000700,1559177028.342208862
348246.400380,2055,3,9,34.59221430,-112.43321970,1560.505,0.130,-0.190,0.300,11.550,8.425,9.945,0.480,0.00000000700,1559177028.543983221
348246.600381,2055,3,9,34.59221430,-112.43321960,1560.506,0.100,0.080,0.290,11.550,8.425,9.951,0.392,0.00000000700,1559177028.741790533
348246.800382,2055,3,9,34.59221460,-112.43321960,1560.404,0.090,0.020,0.140,11.550,8.425,9.954,0.392,0.00000000700,1559177028.943366766
348247.000383,2055,3,9,34.59221510,-112.43321990,1560.279,-0.010,-0.010,-0.150,11.550,8.425,9.957,0.416,0.00000000700,1559177029.143880129
348247.200384,2055,3,9,34.59221500,-112.43322020,1560.308,-0.050,-0.280,-0.120,11.550,8.425,9.957,0.432,0.00000000700,1559177029.347824574
348247.400385,2055,3,9,34.59221490,-112.43322060,1560.311,0.000,0.000,0.130,11.550,8.425,9.966,0.416,0.00000000700,1559177029.545659781
348247.600386,2055,3,9,34.59221500,-112.43322080,1560.259,0.100,-0.110,0.150,11.580,8.447,9.978,0.472,0.00000000700,1559177029.743526936
348247.800387,2055,3,9,34.59221520,-112.43322100,1560.230,0.070,0.100,0.100,11.580,8.447,9.984,0.416,0.00000000700,1559177029.942687750
348248.000388,2055,3,9,34.59221510,-112.43322100,1560.245,0.030,-0.110,-0.040,11.580,8.447,9.987,0.424,0.00000000700,1559177030.141957521
348248.200389,2055,3,9,34.59221470,-112.43322080,1560.350,-0.020,0.160,-0.080,11.580,8.447,9.990,0.512,0.00000000700,1559177030.342231274
348248.400390,2055,3,10,34.59221440,-112.43322060,1560.417,-0.040,0.090,-0.180,11.580,9.297,9.990,0.472,0.00000000700,1559177030.547246218
348248.600391,2055,3,9,34.59221410,-112.43322020,1560.462,0.000,0.190,0.000,11.580,8.447,9.987,0.472,0.00000000700,1559177030.743019104
348248.800392,2055,3,9,34.59221390,-112.43322020,1560.485,0.020,-0.130,0.140,11.580,8.447,9.987,0.488,0.00000000700,1559177030.942121029
348249.000393,2055,3,10,34.59221370,-112.43322040,1560.491,0.070,-0.020,0.220,11.580,9.297,9.978,0.424,0.00000000700,1559177031.144953012
348249.200394,2055,3,11,34.59221330,-112.43322030,1560.550,0.020,-0.070,0.080,11.303,11.520,9.942,0.448,0.00000000700,1559177031.347828627
348249.400395,2055,3,10,34.59221330,-112.43322060,1560.505,-0.090,-0.010,-0.070,10.749,11.490,9.927,0.344,0.00000000700,1559177031.545738459
348249.600396,2055,3,10,34.59221280,-112.43322020,1560.617,-0.150,0.210,-0.430,10.749,11.490,9.915,0.448,0.00000000700,1559177031.743724823
348249.800397,2055,3,10,34.59221240,-112.43322000,1560.710,-0.100,0.060,-0.460,10.721,11.460,9.900,0.424,0.00000000700,1559177031.942726135
348250.000398,2055,3,10,34.59221190,-112.43321990,1560.812,-0.050,0.030,-0.270,10.721,11.460,9.882,0.416,0.00000000700,1559177032.143116951
348250.200399,2055,3,10,34.59221160,-112.43321980,1560.895,-0.050,0.060,-0.060,10.693,11.430,9.870,0.432,0.00000000700,1559177032.342205763
348250.400400,2055,3,10,34.59221130,-112.43321940,1560.930,0.040,0.190,0.010,10.693,11.430,9.855,0.464,0.00000000700,1559177032.542583704
348250.600401,2055,3,10,34.59221130,-112.43321900,1560.917,0.050,0.240,-0.010,10.665,11.400,9.843,0.488,0.00000000700,1559177032.741743565
348250.800402,2055,3,10,34.59221120,-112.43321870,1560.951,-0.030,0.010,-0.160,10.665,11.400,9.828,0.408,0.00000000700,1559177032.943349361
348251.000403,2055,3,10,34.59221100,-112.43321880,1560.961,-0.100,-0.070,-0.180,10.636,11.370,9.816,0.376,0.00000000700,1559177033.143813372
348251.200404,2055,3,10,34.59221090,-112.43321900,1560.959,0.070,-0.080,-0.040,10.636,11.370,9.801,0.328,0.00000000700,1559177033.342891932
348251.400405,2055,3,10,34.59221060,-112.43321910,1560.994,0.040,-0.080,0.280,10.608,11.340,9.789,0.424,0.00000000700,1559177033.541973114
348251.600406,2055,3,10,34.59221060,-112.43321910,1560.951,0.160,0.060,0.230,10.608,11.340,9.771,0.360,0.00000000700,1559177033.742365837
348251.800407,2055,3,10,34.59221070,-112.43321920,1560.894,0.030,-0.090,0.140,10.580,11.310,9.759,0.440,0.00000000700,1559177033.942727327
348252.000408,2055,3,10,34.59221030,-112.43321930,1560.948,-0.100,-0.020,-0.180,10.580,11.310,9.750,0.368,0.00000000700,1559177034.141852617
348252.200409,2055,3,10,34.59220990,-112.43321950,1561.032,-0.080,-0.130,-0.150,10.552,11.280,9.738,0.384,0.00000000700,1559177034.343476295
348252.400410,2055,3,10,34.59220950,-112.43321960,1561.093,0.040,0.070,0.000,10.552,11.280,9.726,0.456,0.00000000700,1559177034.543931484
348252.600410,2055,3,10,34.59220950,-112.43321950,1561.114,0.070,0.160,0.050,10.524,11.250,9.714,0.432,0.00000000700,1559177034.741842031
348252.800411,2055,3,10,34.59220940,-112.43321940,1561.127,0.070,-0.050,0.000,10.524,11.250,9.705,0.320,0.00000000700,1559177034.942124605
348253.000412,2055,3,10,34.59220910,-112.43321950,1561.189,-0.140,-0.060,-0.060,10.524,11.250,9.693,0.336,0.00000000700,1559177035.143739223
348253.200413,2055,3,10,34.59220860,-112.43321960,1561.267,-0.090,-0.070,-0.200,10.496,11.220,9.681,0.368,0.00000000700,1559177035.342831612
348253.400414,2055,3,10,34.59220780,-112.43321950,1561.449,-0.150,0.050,-0.250,10.496,11.220,9.672,0.384,0.00000000700,1559177035.547808409
348253.600415,2055,3,10,34.59220720,-112.43321930,1561.559,-0.180,0.050,-0.200,10.468,11.190,9.663,0.360,0.00000000700,1559177035.742393017
348253.800416,2055,3,10,34.59220670,-112.43321940,1561.660,-0.040,-0.210,-0.040,10.468,11.190,9.651,0.424,0.00000000700,1559177035.942839622
348254.000417,2055,3,10,34.59220640,-112.43321960,1561.735,0.120,-0.130,0.090,10.440,11.160,9.636,0.384,0.00000000700,1559177036.143227577
348254.200418,2055,3,10,34.59220630,-112.43321950,1561.793,-0.020,0.010,-0.050,10.440,11.160,9.621,0.376,0.00000000700,1559177036.354848623
348254.400419,2055,3,10,34.59220590,-112.43321930,1561.874,-0.220,0.080,-0.350,10.412,11.130,9.612,0.384,0.00000000700,1559177036.542580366
348254.600420,2055,3,11,34.59220550,-112.43321900,1561.942,-0.180,0.230,-0.500,10.920,11.130,9.603,0.424,0.00000000700,1559177036.745482683
348254.800421,2055,3,10,34.59220520,-112.43321870,1562.053,-0.030,-0.060,-0.230,10.412,11.130,9.594,0.376,0.00000000700,1559177036.942103624
348255.000422,2055,3,10,34.59220480,-112.43321890,1562.146,-0.050,-0.270,-0.020,10.384,11.100,9.588,0.456,0.00000000700,1559177037.143738508
348255.200423,2055,3,10,34.59220470,-112.43321890,1562.170,-0.010,0.230,-0.090,10.384,11.100,9.585,0.480,0.00000000700,1559177037.346646070
348255.400424,2055,3,11,34.59220450,-112.43321850,1562.218,-0.080,0.080,-0.080,10.891,11.100,9.573,0.400,0.00000000700,1559177037.548206568
348255.600425,2055,3,11,34.59220430,-112.43321810,1562.280,-0.100,0.250,-0.320,10.861,11.070,9.564,0.448,0.00000000700,1559177037.747440577
348255.800426,2055,3,11,34.59220420,-112.43321770,1562.348,-0.040,0.020,-0.290,10.861,11.070,9.555,0.400,0.00000000700,1559177037.947722197
348256.000427,2055,3,11,34.59220380,-112.43321740,1562.487,-0.100,0.130,-0.240,10.861,11.070,9.543,0.416,0.00000000700,1559177038.146826029
348256.200428,2055,3,11,34.59220360,-112.43321690,1562.593,0.020,0.170,-0.330,10.832,11.040,9.534,0.424,0.00000000700,1559177038.347402811
348256.400429,2055,3,11,34.59220350,-112.43321640,1562.625,-0.050,0.130,0.070,10.832,11.040,9.522,0.368,0.00000000700,1559177038.547678709
348256.600430,2055,3,10,34.59220360,-112.43321610,1562.608,0.010,0.020,0.040,10.300,11.010,9.510,0.368,0.00000000700,1559177038.745483160
348256.800431,2055,3,10,34.59220380,-112.43321590,1562.556,-0.070,0.080,-0.100,10.300,11.010,9.501,0.416,0.00000000700,1559177038.948373079
348257.000432,2055,3,10,34.59220350,-112.43321540,1562.643,-0.080,0.180,-0.310,10.272,10.980,9.492,0.448,0.00000000700,1559177039.148816109
348257.200433,2055,3,11,34.59220330,-112.43321520,1562.735,-0.130,-0.060,-0.560,10.773,10.980,9.483,0.392,0.00000000700,1559177039.347872972
348257.400434,2055,3,11,34.59220290,-112.43321500,1562.878,-0.140,0.070,-0.370,10.773,10.980,9.471,0.400,0.00000000700,1559177039.546952248
348257.600435,2055,3,10,34.59220270,-112.43321500,1562.924,-0.010,0.000,-0.070,10.980,8.815,9.474,0.400,0.00000000700,1559177039.747380257
348257.800436,2055,3,10,34.59220270,-112.43321490,1562.926,-0.020,0.070,-0.070,10.980,8.815,9.477,0.456,0.00000000700,1559177039.947740316
348258.000437,2055,3,10,34.59220250,-112.43321480,1562.969,-0.120,-0.030,-0.230,10.980,8.815,9.477,0.376,0.00000000700,1559177040.148112297
348258.200438,2055,3,10,34.59220220,-112.43321450,1563.001,-0.100,0.210,-0.290,10.980,8.815,9.477,0.432,0.00000000700,1559177040.344721317
348258.400439,2055,3,10,34.59220200,-112.43321410,1563.044,-0.150,0.080,-0.330,10.980,8.815,9.477,0.408,0.00000000700,1559177040.554115772
348258.600440,2055,3,11,34.59220170,-112.43321370,1563.129,-0.010,0.030,-0.170,10.743,10.950,9.462,0.400,0.00000000700,1559177040.746816158
348258.800441,2055,3,11,34.59220150,-112.43321340,1563.196,-0.030,-0.050,0.060,10.743,10.950,9.453,0.408,0.00000000700,1559177040.947126150
348259.000442,2055,3,11,34.59220100,-112.43321290,1563.313,-0.080,0.100,-0.140,10.714,10.920,9.438,0.416,0.00000000700,1559177041.148806810
348259.200443,2055,3,11,34.59220080,-112.43321240,1563.383,-0.150,0.160,-0.360,10.714,10.920,9.429,0.416,0.00000000700,1559177041.347848892
348259.400444,2055,3,11,34.59220070,-112.43321170,1563.425,-0.200,0.260,-0.600,10.685,10.890,9.420,0.424,0.00000000700,1559177041.550701618
348259.600445,2055,3,11,34.59220040,-112.43321090,1563.535,-0.180,0.180,-0.450,10.685,10.890,9.411,0.424,0.00000000700,1559177041.748602629
348259.800446,2055,3,11,34.59220040,-112.43321020,1563.571,-0.010,0.320,-0.230,10.685,10.890,9.402,0.464,0.00000000600,1559177041.947720051
348260.000447,2055,3,11,34.59220030,-112.43320960,1563.632,-0.020,-0.060,-0.140,10.655,10.860,9.396,0.368,0.00000000600,1559177042.148193359
348260.200448,2055,3,11,34.59220050,-112.43320950,1563.560,-0.060,0.000,-0.150,10.655,10.860,9.387,0.384,0.00000000600,1559177042.347228289
348260.400449,2055,3,11,34.59220050,-112.43320920,1563.560,-0.060,0.060,-0.190,10.655,10.860,9.378,0.424,0.00000000600,1559177042.548845053
348260.600450,2055,3,11,34.59220050,-112.43320870,1563.563,-0.050,0.190,-0.260,10.626,10.830,9.369,0.448,0.00000000600,1559177042.746737480
348260.800451,2055,3,11,34.59220060,-112.43320820,1563.574,-0.020,0.060,-0.110,10.626,10.830,9.360,0.440,0.00000000600,1559177042.947093248
348261.000452,2055,3,11,34.59220060,-112.43320770,1563.611,0.010,0.020,-0.220,10.626,10.830,9.348,0.400,0.00000000600,1559177043.148798943
348261.200453,2055,3,11,34.59220030,-112.43320730,1563.731,-0.100,-0.060,-0.170,10.596,10.800,9.336,0.368,0.00000000600,1559177043.347871780
348261.400454,2055,3,11,34.59220010,-112.43320690,1563.780,0.050,0.010,0.120,10.596,10.800,9.324,0.384,0.00000000600,1559177043.546983719
348261.600455,2055,3,11,34.59220030,-112.43320660,1563.729,0.100,-0.010,0.170,10.567,10.770,9.318,0.392,0.00000000600,1559177043.743670702
348261.800456,2055,3,10,34.59220060,-112.43320630,1563.690,0.070,0.090,0.090,10.770,8.646,9.318,0.376,0.00000000600,1559177043.942764044
348262.000457,2055,3,10,34.59220080,-112.43320590,1563.664,-0.030,0.060,-0.060,10.770,8.646,9.321,0.448,0.00000000600,1559177044.143047333
348262.200458,2055,3,10,34.59220080,-112.43320530,1563.689,-0.070,0.240,-0.340,10.770,8.646,9.321,0.448,0.00000000600,1559177044.342158556
348262.400459,2055,3,10,34.59220080,-112.43320470,1563.723,-0.110,0.060,-0.320,10.770,8.646,9.324,0.416,0.00000000600,1559177044.542525291
348262.600460,2055,3,10,34.59220080,-112.43320430,1563.742,-0.060,0.070,0.080,10.800,8.670,9.330,0.352,0.00000000600,1559177044.742937326
348262.800461,2055,3,10,34.59220100,-112.43320400,1563.657,0.050,0.050,0.170,10.800,8.670,9.333,0.392,0.00000000600,1559177044.942028999
348263.000462,2055,3,10,34.59220130,-112.43320370,1563.594,0.050,0.080,0.150,10.800,8.670,9.336,0.360,0.00000000600,1559177045.143731833
348263.200463,2055,3,10,34.59220150,-112.43320340,1563.546,0.010,-0.010,0.040,10.800,8.670,9.342,0.432,0.00000000600,1559177045.345285654
348263.400464,2055,3,11,34.59220160,-112.43320300,1563.542,-0.020,0.020,-0.050,10.596,10.800,9.333,0.416,0.00000000600,1559177045.546913385
348263.600464,2055,3,11,34.59220160,-112.43320250,1563.562,-0.040,0.070,-0.050,10.567,10.770,9.324,0.424,0.00000000600,1559177045.744823217
348263.800465,2055,3,11,34.59220150,-112.43320200,1563.614,-0.020,-0.040,-0.150,10.567,10.770,9.315,0.368,0.00000000600,1559177045.942658901
348264.000466,2055,3,11,34.59220140,-112.43320170,1563.647,0.070,-0.110,0.110,10.567,10.770,9.306,0.408,0.00000000600,1559177046.146778822
348264.200467,2055,3,11,34.59220150,-112.43320140,1563.660,0.110,-0.040,0.160,10.537,10.740,9.297,0.376,0.00000000600,1559177046.347149611
348264.400468,2055,3,11,34.59220170,-112.43320120,1563.615,0.060,-0.090,0.130,10.537,10.740,9.285,0.400,0.00000000600,1559177046.545019388
348264.600469,2055,3,11,34.59220180,-112.43320100,1563.584,-0.070,0.080,-0.100,10.508,10.710,9.276,0.400,0.00000000600,1559177046.747981787
348264.800470,2055,3,11,34.59220170,-112.43320040,1563.619,-0.170,0.110,-0.310,10.508,10.710,9.264,0.376,0.00000000600,1559177046.947031975
348265.000471,2055,3,11,34.59220140,-112.43320000,1563.687,-0.140,-0.030,-0.320,10.508,10.710,9.258,0.360,0.00000000600,1559177047.148650169
348265.200472,2055,3,11,34.59220130,-112.43319950,1563.746,-0.050,0.170,-0.100,10.478,10.680,9.249,0.416,0.00000000600,1559177047.347840309
