$VNRRG,03,0100018999*5D
$VNWRG,06,0*6C
$VNWRG,07,5*68
$VNWRG,06,20*5E
$VNGPS,598460.599794,2072,3,06,+34.59220170,-112.43309730,+01570.564,-000.030,-000.020,-000.240,+026.460,+013.096,+023.583,+000.904,1.70E-08*21
$VNGPS,598460.799795,2072,3,06,+34.59220070,-112.43309740,+01570.972,-000.150,+000.360,-000.180,+026.310,+013.022,+023.418,+000.712,1.60E-08*22
$VNGPS,598460.999797,2072,3,06,+34.59219960,-112.43309720,+01571.359,-000.130,+000.170,-000.320,+026.220,+012.978,+023.349,+000.904,1.60E-08*2A
$VNGPS,598461.199798,2072,3,06,+34.59219980,-112.43309810,+01571.436,-000.110,+000.120,-000.310,+026.100,+012.918,+023.226,+000.920,1.60E-08*2D
$VNGPS,598461.399799,2072,3,06,+34.59220050,-112.43309900,+01571.362,-000.110,+000.110,-000.160,+025.980,+012.859,+023.103,+000.880,1.60E-08*28
$VNGPS,598461.599800,2072,3,06,+34.59220010,-112.43309910,+01571.539,-000.190,+000.180,-000.200,+025.950,+012.844,+023.064,+000.856,1.60E-08*22
$VNGPS,598461.799802,2072,3,06,+34.59220190,-112.43310040,+01571.131,+000.150,+000.120,+000.160,+025.920,+012.829,+023.022,+000.720,1.60E-08*20
$VNGPS,598461.999803,2072,3,06,+34.59220160,-112.43310030,+01571.324,+000.000,-000.010,-000.020,+025.890,+012.814,+022.998,+000.744,1.60E-08*2D
$VNGPS,598462.199804,2072,3,06,+34.59220230,-112.43310120,+01571.255,+000.050,-000.050,+000.020,+025.860,+012.799,+022.950,+000.712,1.60E-08*25
$VNGPS,598462.399805,2072,3,06,+34.59220330,-112.43310240,+01571.100,-000.010,+000.060,+000.070,+025.770,+012.755,+022.881,+000.648,1.60E-08*2E
$VNGPS,598462.599807,2072,3,06,+34.59220420,-112.43310370,+01570.978,+000.050,-000.270,+000.080,+025.560,+012.651,+022.683,+000.616,1.60E-08*21
$VNGPS,598462.799808,2072,3,06,+34.59220410,-112.43310420,+01571.135,+000.150,-000.070,+000.040,+025.320,+012.532,+022.467,+000.616,1.60E-08*2E
$VNGPS,598462.999809,2072,3,06,+34.59220460,-112.43310440,+01571.119,+000.170,-000.010,+000.220,+025.080,+012.413,+022.233,+000.840,1.60E-08*2F
$VNGPS,598463.199810,2072,3,06,+34.59220480,-112.43310470,+01571.118,-000.020,+000.010,+000.180,+024.810,+012.280,+021.987,+000.712,1.60E-08*2C
$VNGPS,598463.399812,2072,3,06,+34.59220660,-112.43310620,+01570.695,+000.120,-000.070,+000.280,+024.630,+012.191,+021.819,+000.832,1.60E-08*24
$VNGPS,598463.599813,2072,3,06,+34.59220730,-112.43310710,+01570.556,+000.080,-000.180,+000.300,+024.600,+012.176,+021.780,+000.792,1.60E-08*25
$VNGPS,598463.799814,2072,3,06,+34.59220740,-112.43310760,+01570.579,+000.000,-000.040,+000.200,+024.570,+012.161,+021.762,+000.800,1.60E-08*23
$VNGPS,598463.999815,2072,3,06,+34.59220730,-112.43310780,+01570.626,+000.000,+000.080,+000.160,+024.540,+012.146,+021.732,+000.736,1.50E-08*29
$VNGPS,598464.199817,2072,3,06,+34.59220800,-112.43310840,+01570.534,+000.250,-000.080,+000.200,+024.510,+012.131,+021.705,+000.792,1.50E-08*20
$VNGPS,598464.399818,2072,3,06,+34.59220780,-112.43310820,+01570.651,-000.080,+000.240,-000.050,+024.510,+012.131,+021.723,+000.616,1.50E-08*25
$VNGPS,598464.599819,2072,3,06,+34.59220780,-112.43310810,+01570.669,-000.230,+000.140,+000.020,+024.570,+012.161,+021.756,+000.528,1.60E-08*2D
$VNGPS,598464.799820,2072,3,06,+34.59220760,-112.43310810,+01570.679,-000.020,+000.060,+000.090,+024.600,+012.176,+021.801,+000.728,1.60E-08*2C
$VNGPS,598464.999822,2072,3,06,+34.59220780,-112.43310840,+01570.663,+000.060,-000.150,-000.050,+024.660,+012.205,+021.828,+000.616,1.60E-08*2A
