2,+00.001187,-00.001032,-00.000816,+36.5,+083.710*68
$VNRRG,03,0100018999*5D
$VNIMU,+00.0929,+00.2710,+00.4479,+00.340,+02.758,-09.280,+00.001362,+00.000202,+00.000034,+36.5,+083.707*68
$VNIMU,+00.0907,+00.2699,+00.4494,+00.340,+02.765,-09.285,-00.001293,-00.001014,-00.001796,+36.5,+083.707*6F
$VNIMU,+00.0907,+00.2699,+00.4494,+00.336,+02.781,-09.253,-00.003924,+00.001995,-00.000726,+36.5,+083.694*6D
$VNIMU,+00.0929,+00.2676,+00.4465,+00.358,+02.797,-09.206,+00.002711,-00.001569,-00.000989,+36.5,+083.707*67
$VNIMU,+00.0929,+00.2722,+00.4479,+00.316,+02.783,-09.266,+00.001893,-00.002574,-00.000025,+36.5,+083.707*65
$VNWRG,06,0*6C
$VNWRG,07,50*58
$VNWRG,06,19*54
$VNIMU,+00.0918,+00.2687,+00.4466,+00.296,+02.765,-09.314,+00.002802,-00.001762,-00.000211,+36.5,+083.710*6C
$VNIMU,+00.0929,+00.2687,+00.4465,+00.345,+02.759,-09.263,-00.000156,+00.001048,+00.000422,+36.5,+083.707*6F
$VNIMU,+00.0896,+00.2676,+00.4454,+00.339,+02.773,-09.280,-00.000391,-00.000920,-00.001289,+36.5,+083.707*61
$VNIMU,+00.0918,+00.2710,+00.4480,+00.331,+02.766,-09.261,+00.002712,-00.000868,+00.000120,+36.5,+083.697*64
$VNIMU,+00.0940,+00.2676,+00.4438,+00.335,+02.779,-09.258,+00.001753,+00.001097,+00.000731,+36.5,+083.694*67
$VNIMU,+00.0918,+00.2699,+00.4480,+00.354,+02.781,-09.246,+00.001935,-00.000523,-00.001425,+36.5,+083.707*6E
$VNIMU,+00.0940,+00.2699,+00.4492,+00.324,+02.786,-09.221,+00.003178,-00.001156,+00.000226,+36.5,+083.720*62
$VNIMU,+00.0918,+00.2699,+00.4466,+00.311,+02.779,-09.253,+00.001420,-00.001956,-00.000519,+36.5,+083.710*6B
$VNIMU,+00.0940,+00.2676,+00.4465,+00.337,+02.805,-09.250,-00.000509,-00.000300,+00.000159,+36.5,+083.707*62
$VNIMU,+00.0918,+00.2687,+00.4466,+00.322,+02.782,-09.246,+00.005450,-00.001558,+00.000680,+36.5,+083.710*60
$VNIMU,+00.0918,+00.2722,+00.4494,+00.330,+02.768,-09.272,-00.001061,-00.000434,+00.000286,+36.5,+083.710*6F
$VNIMU,+00.0929,+00.2676,+00.4506,+00.318,+02.812,-09.279,-00.000799,-00.000184,+00.000186,+36.5,+083.694*65
$VNIMU,+00.0907,+00.2699,+00.4467,+00.331,+02.774,-09.243,+00.002786,-00.001080,+00.000205,+36.5,+083.710*68
$VNIMU,+00.0940,+00.2687,+00.4478,+00.320,+02.766,-09.267,-00.000827,+00.000167,-00.001160,+36.5,+083.710*67
$VNIMU,+00.0907,+00.2665,+00.4466,+00.349,+02.792,-09.234,-00.004058,-00.000878,-00.000340,+36.5,+083.707*67
$VNIMU,+00.0929,+00.2665,+00.4479,+00.302,+02.780,-09.233,+00.004497,-00.000851,+00.000455,+36.5,+083.694*6A
$VNIMU,+00.0907,+00.2710,+00.4480,+00.319,+02.746,-09.320,-00.002851,+00.002168,-00.000358,+36.5,+083.710*60
$VNIMU,+00.0918,+00.2676,+00.4493,+00.335,+02.772,-09.288,-00.001634,+00.001921,+00.000185,+36.5,+083.710*6B
$VNIMU,+00.0929,+00.2699,+00.4466,+00.330,+02.780,-09.262,-00.004524,+00.002011,+00.000001,+36.5,+083.694*60
$VNIMU,+00.0918,+00.2699,+00.4466,+00.330,+02.802,-09.258,-00.004988,+00.001149,-00.000514,+36.5,+083.707*67
$VNIMU,+00.0940,+00.2699,+00.4479,+00.357,+02.825,-09.250,-00.001095,-00.001520,+00.000008,+36.5,+083.707*6B
$VNIMU,+00.0907,+00.2676,+00.4480,+00.361,+02.810,-09.236,+00.003521,-00.001561,-00.000381,+36.5,+083.707*63
$VNIMU,+00.0929,+00.2687,+00.4506,+00.342,+02.762,-09.286,+00.001389,+00.001407,+00.000219,+36.5,+083.707*69
$VNIMU,+00.0929,+00.2699,+00.4479,+00.355,+02.796,-09.218,-00.004270,+00.001044,-00.000135,+36.5,+083.707*69
$VNIMU,+00.0929,+00.2676,+00.4479,+00.367,+02.819,-09.258,+00.005761,-00.001361,+00.002330,+36.5,+083.710*60
$VNIMU,+00.0918,+00.2710,+00.4507,+00.337,+02.781,-09.287,+00.003933,-00.004902,+00.001125,+36.5,+083.720*61
$VNIMU,+00.0940,+00.2676,+00.4465,+00.309,+02.795,-09.280,-00.001563,+00.000563,-00.000159,+36.5,+083.694*61
$VNIMU,+00.0940,+00.2653,+00.4505,+00.362,+02.768,-09.201,-00.000239,+00.001205,+00.002738,+36.5,+083.707*66
$VNIMU,+00.0907,+00.2687,+00.4453,+00.360,+02.745,-09.228,+00.002458,-00.003142,+00.002848,+36.5,+083.710*67
$VNIMU,+00.0940,+00.2676,+00.4492,+00.334,+02.755,-09.268,+00.000399,-00.003684,+00.002233,+36.5,+083.707*66
$VNIMU,+00.0929,+00.2676,+00.4479,+00.276,+02.774,-09.323,-00.006338,-00.001377,+00.002826,+36.5,+083.710*6E
$VNIMU,+00.0940,+00.2687,+00.4478,+00.281,+02.765,-09.288,-00.000798,+00.000267,+00.002867,+36.5,+083.710*6C
$VNIMU,+00.0907,+00.2687,+00.4507,+00.272,+02.754,-09.305,-00.001199,+00.000720,+00.001292,+36.5,+083.707*69
$VNIMU,+00.0897,+00.2688,+00.4494,+00.279,+02.803,-09.272,-00.006047,+00.004153,+00.000438,+36.5,+083.707*66
$VNIMU,+00.0897,+00.2676,+00.4481,+00.285,+02.814,-09.281,-00.004325,+00.002167,-00.002197,+36.5,+083.707*6A
$VNIMU,+00.0918,+00.2665,+00.4479,+00.247,+02.822,-09.297,+00.003295,+00.001895,-00.003496,+36.5,+083.707*6C
$VNIMU,+00.0929,+00.2699,+00.4506,+00.227,+02.793,-09.323,-00.005186,+00.012195,-00.005424,+36.5,+083.694*67
$VNIMU,+00.0929,+00.2687,+00.4506,+00.356,+02.872,-09.268,-00.017226,+00.017766,-00.007364,+36.5,+083.694*65
$VNIMU,+00.0929,+00.2665,+00.4465,+00.509,+02.990,-09.114,-00.004012,+00.007764,-00.003611,+36.5,+083.707*68
$VNIMU,+00.0918,+00.2699,+00.4507,+00.439,+02.830,-09.231,+00.020809,-00.012570,-00.002974,+36.5,+083.694*60
$VNIMU,+00.0918,+00.2699,+00.4521,+00.258,+02.742,-09.318,+00.013009,-00.007466,-00.002721,+36.5,+083.694*61
$VNIMU,+00.0897,+00.2676,+00.4508,+00.305,+02.729,-09.294,-00.009231,+00.007427,-00.001946,+36.5,+083.707*6C
$VNIMU,+00.0907,+00.2676,+00.4480,+00.481,+02.771,-09.299,-00.003258,+00.002573,-00.000773,+36.5,+083.697*6F
$VNIMU,+00.0886,+00.2710,+00.4482,+00.433,+02.790,-09.130,+00.001275,-00.006276,+00.002418,+36.5,+083.707*6B
$VNIMU,+00.0896,+00.2699,+00.4467,+00.292,+02.666,-09.345,+00.017242,-00.013485,+00.002088,+36.5,+083.707*64
$VNIMU,+00.0918,+00.2687,+00.4466,+00.234,+02.765,-09.324,-00.015564,+00.004697,+00.000637,+36.5,+083.720*67
$VNIMU,+00.0929,+00.2687,+00.4479,+00.339,+02.880,-09.259,-00.007817,+00.004663,+00.003217,+36.5,+083.707*69
$VNIMU,+00.0918,+00.2676,+00.4493,+00.354,+02.744,-09.232,+00.010775,-00.006482,+00.000634,+36.5,+083.707*64
$VNIMU,+00.0940,+00.2699,+00.4492,+00.221,+02.732,-09.334,+00.002620,-00.003723,-00.001731,+36.5,+083.720*65
$VNIMU,+00.0929,+00.2699,+00.4466,+00.204,+02.772,-09.282,-00.010226,+00.010169,-00.000585,+36.5,+083.707*6C
$VNIMU,+00.0940,+00.2676,+00.4478,+00.304,+02.747,-09.303,-00.003671,+00.009146,-00.001797,+36.5,+083.707*63
$VNIMU,+00.0918,+00.2676,+00.4493,+00.328,+02.751,-09.243,-00.005349,+00.010824,-00.002785,+36.5,+083.707*6A
$VNIMU,+00.0907,+00.2653,+00.4480,+00.346,+02.790,-09.224,-00.011720,+00.011585,-00.000393,+36.5,+083.707*6D
$VNIMU,+00.0929,+00.2676,+00.4479,+00.406,+02.917,-09.197,-00.016642,+00.011044,-00.001439,+36.5,+083.707*65
$VNIMU,+00.0907,+00.2687,+00.4480,+00.445,+03.015,-09.221,-00.006003,+00.001142,-00.000602,+36.5,+083.710*6B
$VNIMU,+00.0907,+00.2699,+00.4508,+00.386,+02.914,-09.216,+00.023259,-00.009975,+00.001511,+36.5,+083.710*68
$VNIMU,+00.0907,+00.2665,+00.4466,+00.304,+02.785,-09.293,+00.010151,-00.006879,-00.002282,+36.5,+083.710*62
$VNIMU,+00.0929,+00.2665,+00.4479,+00.357,+02.789,-09.244,+00.008529,-00.000945,+00.000752,+36.5,+083.710*66
$VNIMU,+00.0896,+00.2710,+00.4481,+00.409,+02.802,-09.171,+00.001020,-00.003764,+00.000135,+36.5,+083.720*6D
$VNIMU,+00.0897,+00.2688,+00.4481,+00.365,+02.738,-09.271,+00.015520,-00.013726,+00.001574,+36.5,+083.707*66
$VNIMU,+00.0929,+00.2699,+00.4479,+00.282,+02.714,-09.267,+00.004872,-00.007170,+00.000175,+36.5,+083.707*6A
$VNIMU,+00.0918,+00.2687,+00.4493,+00.294,+02.740,-09.284,+00.002724,+00.000048,-00.000345,+36.5,+083.694*65
$VNIMU,+00.0864,+00.2676,+00.4496,+00.357,+02.819,-09.237,-00.007800,+00.002802,+00.000236,+36.5,+083.707*67
$VNIMU,+00.0918,+00.2699,+00.4493,+00.338,+02.853,-09.259,+00.005759,-00.004955,+00.000148,+36.5,+083.720*6D
