-776.783	-493.407	1304
-780.234	-497.191	1314
-783.646	-500.975	1324
-781.121	-500.975	1324
-779.183	-501.353	1325
-782.517	-505.137	1335
-779.971	-505.137	1335
-782.665	-508.543	1344
-780.102	-508.543	1344
-782.166	-511.57	1352
-779.587	-511.57	1352
-777.008	-511.57	1352
-779.012	-514.597	1360
-776.418	-514.597	1360
-773.824	-514.597	1360
-774.632	-516.867	1366
-772.026	-516.867	1366
-771.674	-518.38	1370
-769.06	-518.38	1370
-768.126	-519.516	1373
-765.507	-519.516	1373
-762.888	-519.516	1373
-760.269	-519.516	1373
-757.65	-519.516	1373
-755.031	-519.516	1373
-755.152	-521.407	1378
-752.523	-521.407	1378
-729.76	-507.407	1341
-697.918	-486.975	1287
-695.463	-486.975	1287
-693.008	-486.975	1287
-694.846	-490.002	1295
-692.376	-490.002	1295
-695.233	-493.786	1305
-692.744	-493.786	1305
-692.37	-495.299	1309
-687.765	-493.786	1305
-685.276	-493.786	1305
-682.787	-493.786	1305
-679.255	-493.029	1303
-676.769	-493.029	1303
-674.284	-493.029	1303
-669.736	-491.515	1299
-667.258	-491.515	1299
-663.245	-490.38	1296
-660.773	-490.38	1296
-658.301	-490.38	1296
-654.311	-489.245	1293
-651.844	-489.245	1293
-647.871	-488.11	1290
-645.411	-488.11	1290
-642.95	-488.11	1290
-642.475	-489.624	1294
-640.007	-489.624	1294
-639.51	-491.137	1298
-637.034	-491.137	1298
-634.558	-491.137	1298
-634.517	-493.029	1303
-632.031	-493.029	1303
-629.546	-493.029	1303
-628.504	-494.164	1306
-626.013	-494.164	1306
-634.98	-503.245	1330
-628.639	-500.218	1322
-626.117	-500.218	1322
-604.255	-484.705	1281
-597.114	-480.921	1271
-594.69	-480.921	1271
-592.265	-480.921	1271
-587.984	-479.407	1267
-585.568	-479.407	1267
-583.151	-479.407	1267
-583.943	-482.056	1274
-576.948	-478.272	1264
-574.537	-478.272	1264
-572.126	-478.272	1264
-576.476	-483.948	1279
-574.036	-483.948	1279
-574.278	-486.218	1285
-571.827	-486.218	1285
-569.375	-486.218	1285
-508.685	-438.164	1158
-506.476	-438.164	1158
-501.654	-435.894	1152
-499.457	-435.894	1152
-497.259	-435.894	1152
-498.5	-438.921	1160
-496.287	-438.921	1160
-494.075	-438.921	1160
-492.71	-439.677	1162
-490.493	-439.677	1162
-489.538	-440.813	1165
-487.315	-440.813	1165
-489.257	-444.596	1175
-487.016	-444.596	1175
-488.075	-447.623	1183
-485.818	-447.623	1183
-486.014	-449.894	1189
-483.746	-449.894	1189
-484.313	-452.542	1196
-482.032	-452.542	1196
-479.75	-452.542	1196
-480.263	-455.191	1203
-477.969	-455.191	1203
-476.86	-456.326	1206
-474.56	-456.326	1206
-475.392	-459.353	1214
-473.076	-459.353	1214
-472.7	-461.245	1219
-470.374	-461.245	1219
-469.201	-462.38	1222
-466.87	-462.38	1222
-464.919	-462.759	1223
-462.586	-462.759	1223
-459.877	-462.38	1222
-457.546	-462.38	1222
-455.215	-462.38	1222
-443.99	-453.299	1198
-441.705	-453.299	1198
-439.419	-453.299	1198
-289.896	-328.055	867
-288.242	-328.055	867
-285.597	-326.92	864
-283.949	-326.92	864
-282.301	-326.92	864
-297.544	-346.596	916
-295.797	-346.596	916
-294.049	-346.596	916
-292.621	-346.974	917
-290.872	-346.974	917
-289.123	-346.974	917
-287.374	-346.974	917
-285.624	-346.974	917
-283.875	-346.974	917
-282.126	-346.974	917
-280.377	-346.974	917
-278.628	-346.974	917
-276.879	-346.974	917
-275.129	-346.974	917
-273.38	-346.974	917
-271.631	-346.974	917
-309.025	-397.299	1050
-307.022	-397.299	1050
-301.824	-393.137	1039
-299.842	-393.137	1039
-297.86	-393.137	1039
-290.183	-385.569	1019
-288.239	-385.569	1019
-286.295	-385.569	1019
-284.352	-385.569	1019
-282.408	-385.569	1019
-280.464	-385.569	1019
-278.521	-385.569	1019
-276.577	-385.569	1019
-291.343	-409.029	1081
-290.619	-410.921	1086
-288.547	-410.921	1086
-290.696	-416.975	1102
-288.594	-416.975	1102
-289.872	-421.894	1115
-287.745	-421.894	1115
-287.411	-424.542	1122
-285.271	-424.542	1122
-312.908	-469.191	1240
-310.542	-469.191	1240
-308.177	-469.191	1240
-305.812	-469.191	1240
-287.54	-444.596	1175
-285.299	-444.596	1175
-282.335	-443.461	1172
-280.099	-443.461	1172
-277.864	-443.461	1172
-275.628	-443.461	1172
-273.392	-443.461	1172
-270.926	-443.083	1171
-268.692	-443.083	1171
-266.458	-443.083	1171
-264.225	-443.083	1171
-261.991	-443.083	1171
-261.088	-445.353	1177
-258.843	-445.353	1177
-267.28	-463.894	1226
-264.942	-463.894	1226
-264.103	-466.542	1233
-261.751	-466.542	1233
-259.82	-467.299	1235
-257.464	-467.299	1235
-256.141	-469.191	1240
-264.213	-488.488	1291
-261.751	-488.488	1291
-259.288	-488.488	1291
-255.632	-486.218	1285
-253.181	-486.218	1285
-250.73	-486.218	1285
-248.472	-486.596	1286
-246.019	-486.596	1286
-279.551	-558.489	1476
-276.736	-558.489	1476
-275.034	-560.759	1482
-272.207	-560.759	1482
-269.38	-560.759	1482
-267.992	-563.786	1490
-265.15	-563.786	1490
-263.716	-566.813	1498
-260.859	-566.813	1498
-259.551	-570.218	1507
-256.677	-570.218	1507
-254.644	-572.11	1512
-251.76	-572.11	1512
-249.205	-572.867	1514
-246.317	-572.867	1514
-243.751	-573.624	1516
-240.859	-573.624	1516
-237.967	-573.624	1516
-235.076	-573.624	1516
-232.49	-574.381	1518
-228.838	-572.489	1513
-225.952	-572.489	1513
-223.066	-572.489	1513
-219.016	-569.462	1505
-216.145	-569.462	1505
-212.991	-568.705	1503
-210.124	-568.705	1503
-207.257	-568.705	1503
-204.39	-568.705	1503
-201.523	-568.705	1503
-198.656	-568.705	1503
-195.92	-569.083	1504
-193.051	-569.083	1504
-190.561	-570.218	1507
-187.687	-570.218	1507
-185.057	-570.975	1509
-182.179	-570.975	1509
-179.657	-572.11	1512
-176.773	-572.11	1512
-173.889	-572.11	1512
-170.552	-570.597	1508
-167.676	-570.597	1508
-164.253	-568.705	1503
-161.386	-568.705	1503
-158.413	-568.327	1502
-155.548	-568.327	1502
-152.683	-568.327	1502
-149.818	-568.327	1502
-147.149	-569.083	1504
-144.28	-569.083	1504
-141.693	-570.218	1507
-138.819	-570.218	1507
-136.124	-570.975	1509
-133.246	-570.975	1509
-130.454	-571.354	1510
-127.574	-571.354	1510
-124.693	-571.354	1510
-122.136	-572.867	1514
-119.248	-572.867	1514
-116.975	-575.894	1522
-114.072	-575.894	1522
-111.899	-579.678	1532
-108.977	-579.678	1532
-106.954	-584.597	1545
-104.007	-584.597	1545
-101.649	-588.002	1554
-98.6846	-588.002	1554
-96.3363	-591.786	1564
-93.353	-591.786	1564
-90.3697	-591.786	1564
-87.554	-592.921	1567
-84.5649	-592.921	1567
-81.3677	-591.408	1563
-78.3863	-591.408	1563
-75.3566	-591.029	1562
-72.1454	-589.137	1557
-69.1755	-589.137	1557
-66.078	-588.002	1554
-63.1137	-588.002	1554
-60.1495	-588.002	1554
-57.2221	-588.381	1555
-54.2559	-588.381	1555
-51.5207	-591.029	1562
-48.5412	-591.029	1562
-45.8534	-594.813	1572
-42.8548	-594.813	1572
-39.8562	-594.813	1572
-37.0452	-597.84	1580
-34.0314	-597.84	1580
-31.1353	-600.11	1586
-28.1101	-600.11	1586
-25.1006	-600.489	1587
-21.9761	-597.84	1580
