compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.433900,0.073100,0.224800,-0.198000,-0.012000,-9.644000,0.000856,-0.002174,0.002307,30.200000,83.994000,1559172033.139960
0.433900,0.070900,0.224800,-0.192000,-0.002000,-9.737000,-0.000252,-0.001623,0.001965,30.200000,83.994000,1559172033.245833
0.436000,0.072000,0.222000,-0.173000,-0.021000,-9.677000,0.000470,-0.001588,0.002397,30.200000,84.007000,1559172033.340335
0.434900,0.072000,0.222000,-0.194000,-0.027000,-9.696000,0.000684,-0.001059,0.002259,30.200000,84.007000,1559172033.446207
0.436000,0.070900,0.224700,-0.190000,-0.002000,-9.676000,0.001103,-0.002008,0.001719,30.200000,84.007000,1559172033.540770
0.435000,0.072000,0.224700,-0.182000,0.011000,-9.678000,0.000516,0.000029,0.002283,30.200000,84.007000,1559172033.647889
0.437100,0.070800,0.226000,-0.173000,-0.012000,-9.664000,0.000004,-0.003319,0.001969,30.200000,83.994000,1559172033.739892
0.433900,0.069700,0.224800,-0.177000,-0.011000,-9.689000,0.000121,-0.001744,0.002469,30.200000,84.007000,1559172033.846956
0.437100,0.072000,0.221900,-0.190000,-0.013000,-9.702000,0.000246,-0.000347,0.002562,30.200000,83.997000,1559172033.938958
0.436000,0.074300,0.222000,-0.162000,-0.012000,-9.669000,0.000672,-0.001606,0.001904,30.200000,83.994000,1559172034.046086
0.437100,0.069700,0.221900,-0.198000,-0.016000,-9.684000,0.001268,-0.001230,0.001658,30.200000,84.007000,1559172034.139433
0.433900,0.069700,0.223400,-0.179000,-0.016000,-9.664000,0.000489,-0.001310,0.002698,30.200000,84.010000,1559172034.245221
0.433900,0.073100,0.220700,-0.216000,0.004000,-9.687000,0.001194,-0.001509,0.002004,30.200000,83.994000,1559172034.339752
0.434900,0.072000,0.222000,-0.166000,-0.012000,-9.682000,0.000760,-0.001858,0.002692,30.200000,84.007000,1559172034.448084
0.437100,0.073100,0.226000,-0.204000,0.004000,-9.706000,-0.000845,-0.002337,0.002308,30.200000,83.997000,1559172034.540144
0.432800,0.070900,0.226200,-0.189000,-0.015000,-9.662000,0.000769,-0.002100,0.002176,30.200000,84.007000,1559172034.645962
0.437100,0.070800,0.224600,-0.174000,0.000000,-9.694000,-0.000253,-0.000910,0.002632,30.200000,84.010000,1559172034.739213
0.434900,0.074300,0.223400,-0.190000,0.005000,-9.656000,0.000161,-0.001899,0.002104,30.200000,83.994000,1559172034.845082
0.436000,0.069700,0.220600,-0.197000,-0.011000,-9.701000,0.000549,-0.002115,0.002602,30.200000,83.997000,1559172034.939584
0.433900,0.069700,0.223400,-0.163000,-0.003000,-9.684000,0.001584,-0.001619,0.003121,30.200000,84.010000,1559172035.047959
0.437100,0.073100,0.220500,-0.150000,0.008000,-9.702000,0.000997,-0.002458,0.002058,30.200000,83.997000,1559172035.139961
0.434900,0.073100,0.222000,-0.177000,-0.003000,-9.719000,0.000411,-0.001384,0.002875,30.200000,83.997000,1559172035.247085
0.434900,0.073100,0.224700,-0.175000,0.002000,-9.689000,-0.000108,-0.001891,0.001472,30.200000,83.997000,1559172035.339170
0.436000,0.072000,0.227400,-0.170000,0.019000,-9.686000,0.000491,-0.001891,0.002416,30.200000,83.997000,1559172035.446265
0.437100,0.070800,0.223200,-0.165000,-0.016000,-9.690000,-0.000132,-0.003190,0.002896,30.200000,84.010000,1559172035.540764
0.435000,0.068600,0.220600,-0.180000,-0.021000,-9.669000,-0.000360,-0.003144,0.002296,30.200000,83.997000,1559172035.646723
0.437100,0.069700,0.221900,-0.179000,0.009000,-9.668000,0.000117,-0.002505,0.003109,30.200000,84.010000,1559172035.739840
0.433900,0.073100,0.224800,-0.180000,-0.006000,-9.644000,0.002446,-0.002329,0.002482,30.200000,83.997000,1559172035.848206
0.432800,0.070900,0.224800,-0.189000,0.005000,-9.698000,0.000972,0.000086,0.001858,30.200000,83.997000,1559172035.940210
0.436000,0.072000,0.224700,-0.192000,-0.020000,-9.679000,0.001196,-0.001401,0.002576,30.200000,83.997000,1559172036.046081
0.436000,0.068600,0.223300,-0.209000,-0.001000,-9.698000,0.000344,-0.002855,0.001765,30.200000,83.997000,1559172036.139335
0.434900,0.073100,0.220700,-0.185000,-0.022000,-9.699000,0.000082,-0.001640,0.001633,30.200000,83.984000,1559172036.247705
0.437100,0.070800,0.224600,-0.199000,-0.031000,-9.715000,0.000498,-0.003753,0.003308,30.200000,83.984000,1559172036.340958
0.433900,0.069700,0.224800,-0.168000,-0.005000,-9.678000,0.001501,-0.002786,0.001910,30.200000,83.997000,1559172036.446892
0.434900,0.074300,0.222000,-0.164000,-0.007000,-9.730000,0.001424,-0.001823,0.002736,30.200000,83.997000,1559172036.538893
0.436000,0.073100,0.223300,-0.185000,-0.001000,-9.699000,0.001019,-0.001491,0.003521,30.200000,83.988000,1559172036.645958
