compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.4318,0.0617,0.2221,-0.044,0.175,-9.709,0.001468,-0.002144,0.002320,32.7,83.983,1559177107.112924814
0.4329,0.0606,0.2207,-0.034,0.162,-9.659,0.001652,-0.000496,0.002290,32.7,83.996,1559177107.152309179
0.4350,0.0606,0.2192,-0.063,0.157,-9.682,0.001215,-0.000251,0.002416,32.7,83.986,1559177107.191700935
0.4318,0.0606,0.2194,-0.036,0.186,-9.672,0.000675,-0.000420,0.001977,32.7,83.983,1559177107.230915070
0.4318,0.0595,0.2207,-0.042,0.180,-9.709,0.000839,-0.001818,0.001965,32.7,83.983,1559177107.270111084
0.4361,0.0617,0.2232,-0.044,0.152,-9.671,0.000788,-0.000355,0.001312,32.7,83.992,1559177107.309453726
0.4307,0.0606,0.2235,-0.026,0.186,-9.665,0.001577,-0.001996,0.001564,32.7,83.983,1559177107.348844051
0.4318,0.0640,0.2221,-0.034,0.179,-9.698,0.000096,-0.000562,0.001898,32.7,83.996,1559177107.388415098
0.4318,0.0617,0.2221,-0.044,0.148,-9.698,0.000201,-0.000322,0.001651,32.7,83.983,1559177107.427781820
0.4318,0.0606,0.2235,-0.056,0.160,-9.699,0.001918,0.000116,0.001845,32.7,83.983,1559177107.466833115
0.4307,0.0640,0.2195,-0.088,0.155,-9.712,0.000301,-0.000783,0.000946,32.7,83.983,1559177107.506092072
0.4329,0.0606,0.2207,-0.036,0.172,-9.694,0.000913,-0.001671,0.000700,32.7,83.996,1559177107.545267820
0.4318,0.0595,0.2194,-0.050,0.180,-9.713,-0.000023,-0.000677,0.001570,32.7,83.983,1559177107.584495068
0.4329,0.0617,0.2207,-0.066,0.177,-9.683,0.001676,-0.000443,0.000616,32.7,83.979,1559177107.623897791
0.4339,0.0606,0.2206,-0.025,0.185,-9.683,0.001928,-0.000603,0.001465,32.7,83.983,1559177107.663024426
0.4307,0.0640,0.2249,-0.024,0.189,-9.692,0.000239,-0.002112,0.000274,32.7,83.983,1559177107.702169895
0.4328,0.0629,0.2193,-0.039,0.153,-9.678,0.001054,-0.000489,0.000962,32.7,83.983,1559177107.741343260
0.4339,0.0606,0.2233,-0.078,0.187,-9.691,0.000533,-0.000906,0.001166,32.7,83.983,1559177107.780487537
0.4307,0.0618,0.2208,-0.039,0.199,-9.665,0.000015,-0.000793,0.001057,32.7,83.983,1559177107.819770098
0.4318,0.0617,0.2208,-0.041,0.188,-9.657,0.001858,-0.002468,0.001359,32.7,83.996,1559177107.859160900
0.4350,0.0606,0.2219,-0.060,0.176,-9.710,0.001355,-0.000573,0.001729,32.7,83.983,1559177107.898539066
0.4285,0.0629,0.2209,-0.025,0.165,-9.684,0.000979,-0.001765,0.001405,32.7,83.983,1559177107.937836885
0.4329,0.0606,0.2207,-0.041,0.169,-9.716,0.001430,-0.001594,0.002258,32.7,83.983,1559177107.983045578
0.4350,0.0640,0.2179,-0.054,0.160,-9.694,0.002226,-0.000388,0.001579,32.7,83.996,1559177108.022144318
0.4307,0.0629,0.2195,-0.027,0.161,-9.677,0.001029,0.000571,0.002029,32.7,83.983,1559177108.061340809
0.4318,0.0617,0.2208,-0.048,0.160,-9.703,0.000689,-0.001676,0.001300,32.7,83.996,1559177108.100280523
0.4328,0.0629,0.2207,-0.044,0.159,-9.667,0.000579,-0.001486,0.001274,32.7,83.983,1559177108.139305353
0.4328,0.0640,0.2207,-0.075,0.160,-9.675,0.001415,-0.000625,0.001633,32.7,83.983,1559177108.180459023
0.4339,0.0606,0.2206,-0.055,0.169,-9.717,0.000783,-0.001126,0.001865,32.7,83.983,1559177108.219585657
0.4318,0.0629,0.2208,-0.038,0.175,-9.704,0.001401,-0.001384,0.002515,32.7,83.996,1559177108.258511305
0.4328,0.0629,0.2221,-0.061,0.168,-9.712,0.001162,-0.001010,0.002563,32.7,83.996,1559177108.297342539
0.4329,0.0617,0.2234,-0.053,0.177,-9.686,0.000618,-0.001644,0.002628,32.7,83.983,1559177108.336328983
0.4339,0.0606,0.2206,-0.048,0.161,-9.704,0.001296,-0.001504,0.002070,32.7,83.983,1559177108.375404358
0.4318,0.0606,0.2235,-0.025,0.182,-9.689,0.001646,-0.000569,0.001326,32.7,83.996,1559177108.414370298
0.4318,0.0617,0.2208,-0.049,0.164,-9.685,0.000067,-0.001175,0.002097,32.7,84.009,1559177108.453685999
0.4329,0.0617,0.2221,-0.066,0.173,-9.704,-0.000269,-0.000232,0.002217,32.7,83.996,1559177108.492869616
0.4296,0.0618,0.2222,-0.053,0.180,-9.669,0.000100,-0.000722,0.001964,32.7,83.996,1559177108.531917810
0.4339,0.0617,0.2234,-0.050,0.171,-9.697,0.000304,0.000304,0.001166,32.7,83.983,1559177108.570898056
0.4307,0.0618,0.2222,-0.061,0.181,-9.681,0.002530,-0.001020,0.001138,32.7,83.996,1559177108.609946251
0.4339,0.0606,0.2206,-0.032,0.159,-9.674,0.000622,-0.000816,0.002187,32.7,83.996,1559177108.649003267
0.4328,0.0617,0.2180,-0.034,0.177,-9.682,0.000595,-0.002657,-0.000154,32.7,83.999,1559177108.688363314
0.4339,0.0606,0.2220,-0.068,0.167,-9.687,0.001575,-0.000526,0.000792,32.7,83.983,1559177108.727741241
0.4350,0.0617,0.2233,-0.057,0.185,-9.701,0.000634,-0.001502,0.001511,32.7,83.996,1559177108.766831875
0.4339,0.0617,0.2220,-0.061,0.168,-9.681,0.001120,-0.000335,0.001818,32.7,83.983,1559177108.805736303
