compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.4459,0.2567,0.3290,-1.249,-0.519,-9.601,-0.000216,0.000581,0.001766,32.4,83.991,1559177252.596426249
0.4481,0.2533,0.3302,-1.250,-0.497,-9.626,-0.000735,-0.000985,0.001660,32.4,83.987,1559177252.634365320
0.4470,0.2555,0.3316,-1.254,-0.472,-9.592,0.002108,-0.001155,0.001809,32.4,83.987,1559177252.672235489
0.4502,0.2555,0.3315,-1.264,-0.547,-9.623,0.003645,-0.001805,0.001617,32.4,83.987,1559177252.710125685
0.4459,0.2544,0.3290,-1.238,-0.529,-9.616,0.000756,-0.001937,0.001913,32.4,83.978,1559177252.748242140
0.4480,0.2578,0.3261,-1.242,-0.508,-9.567,-0.001154,0.000037,0.002218,32.4,83.974,1559177252.786638975
0.4481,0.2533,0.3275,-1.241,-0.472,-9.607,-0.001464,-0.001094,0.000542,32.4,84.003,1559177252.825169086
0.4470,0.2544,0.3303,-1.282,-0.483,-9.584,0.002554,-0.001564,0.001980,32.4,83.987,1559177252.863367558
0.4448,0.2556,0.3331,-1.274,-0.513,-9.612,0.003036,-0.001204,0.001493,32.4,83.987,1559177252.901878595
0.4481,0.2555,0.3248,-1.251,-0.511,-9.597,0.001280,-0.001114,0.001923,32.4,83.978,1559177252.940642834
0.4448,0.2533,0.3290,-1.243,-0.495,-9.589,-0.000860,-0.000617,0.001101,32.4,83.987,1559177252.979403973
0.4459,0.2578,0.3317,-1.242,-0.512,-9.604,0.000903,-0.000759,0.002524,32.4,83.978,1559177253.018340588
0.4491,0.2555,0.3288,-1.256,-0.503,-9.590,0.003065,-0.000134,0.001598,32.4,83.974,1559177253.057402611
0.4470,0.2544,0.3289,-1.283,-0.509,-9.614,0.004392,-0.000959,0.000384,32.4,83.991,1559177253.096336365
0.4491,0.2555,0.3288,-1.257,-0.520,-9.602,0.001464,-0.001982,0.001462,32.4,83.987,1559177253.135221720
0.4470,0.2567,0.3289,-1.243,-0.491,-9.587,-0.000309,-0.000088,0.002078,32.4,83.987,1559177253.173932076
0.4459,0.2533,0.3262,-1.238,-0.502,-9.611,-0.000483,-0.001418,0.000819,32.4,83.987,1559177253.212622166
0.4459,0.2533,0.3290,-1.240,-0.524,-9.577,0.002038,-0.001600,0.001694,32.4,83.991,1559177253.251371622
0.4459,0.2556,0.3303,-1.273,-0.527,-9.596,0.002600,-0.000624,0.000822,32.4,83.987,1559177253.290055990
0.4459,0.2567,0.3290,-1.269,-0.522,-9.615,-0.000713,-0.001290,0.002019,32.4,84.003,1559177253.328970909
0.4459,0.2544,0.3303,-1.239,-0.521,-9.617,-0.000397,-0.000595,0.001713,32.4,83.987,1559177253.367786169
0.4448,0.2544,0.3277,-1.235,-0.503,-9.636,0.000911,-0.001692,0.001676,32.4,83.987,1559177253.406591177
0.4449,0.2521,0.3290,-1.244,-0.531,-9.569,0.001047,-0.003292,0.001531,32.4,83.987,1559177253.445501804
0.4459,0.2544,0.3303,-1.295,-0.515,-9.600,0.001579,-0.001960,0.002845,32.4,83.987,1559177253.484035492
0.4448,0.2556,0.3290,-1.242,-0.510,-9.634,-0.000291,-0.000077,0.000968,32.4,83.991,1559177253.522879601
0.4459,0.2544,0.3276,-1.255,-0.505,-9.589,0.000201,0.000123,0.002125,32.4,83.987,1559177253.561821222
0.4470,0.2544,0.3289,-1.236,-0.519,-9.598,0.001111,-0.001527,0.002845,32.4,83.987,1559177253.600728512
0.4470,0.2555,0.3303,-1.223,-0.533,-9.599,0.000518,-0.000611,0.001913,32.4,83.987,1559177253.639863968
0.4491,0.2567,0.3288,-1.254,-0.537,-9.633,0.001374,-0.000427,0.000956,32.4,83.987,1559177253.678440332
0.4449,0.2533,0.3304,-1.247,-0.513,-9.562,0.000672,-0.001724,0.002527,32.4,83.987,1559177253.716821671
0.4449,0.2533,0.3304,-1.253,-0.498,-9.601,0.000742,-0.001470,0.001016,32.4,83.974,1559177253.755367041
0.4449,0.2533,0.3304,-1.230,-0.529,-9.617,0.001795,-0.001750,0.002316,32.4,83.974,1559177253.794309139
0.4438,0.2544,0.3304,-1.250,-0.510,-9.604,0.000941,-0.002324,0.001075,32.4,83.987,1559177253.833213091
0.4513,0.2544,0.3314,-1.267,-0.530,-9.598,0.000407,0.000744,0.000730,32.4,83.987,1559177253.871835470
0.4459,0.2533,0.3290,-1.253,-0.515,-9.612,-0.000996,-0.002177,0.001300,32.4,84.000,1559177253.910616875
0.4448,0.2556,0.3290,-1.256,-0.506,-9.586,0.000941,-0.001785,0.002352,32.4,83.974,1559177253.949019909
0.4481,0.2567,0.3302,-1.231,-0.524,-9.610,0.002645,-0.001579,0.001397,32.4,83.991,1559177253.987232208
0.4470,0.2567,0.3289,-1.260,-0.545,-9.577,0.001750,-0.000169,0.000610,32.4,84.000,1559177254.025753260
0.4459,0.2556,0.3290,-1.257,-0.507,-9.611,-0.000016,0.000681,0.002578,32.4,83.987,1559177254.064148188
0.4481,0.2555,0.3275,-1.266,-0.510,-9.614,0.000278,0.000027,0.001514,32.4,83.987,1559177254.102646112
0.4470,0.2555,0.3303,-1.253,-0.494,-9.571,0.000196,-0.001748,0.002205,32.4,84.000,1559177254.140779734
0.4459,0.2521,0.3289,-1.237,-0.530,-9.592,0.001326,-0.000719,0.001182,32.4,83.987,1559177254.178848028
0.4481,0.2544,0.3288,-1.256,-0.538,-9.602,0.000713,-0.001577,0.001395,32.4,83.974,1559177254.216708660
0.4448,0.2556,0.3290,-1.228,-0.521,-9.577,0.000919,-0.001841,0.001535,32.4,83.984,1559177254.254797935
0.4470,0.2544,0.3289,-1.263,-0.528,-9.608,-0.000232,-0.000573,0.001489,32.4,83.987,1559177254.292777538
0.4459,0.2533,0.3262,-1.249,-0.510,-9.609,0.000686,-0.001699,0.001753,32.4,84.000,1559177254.330803871
0.4470,0.2544,0.3275,-1.247,-0.501,-9.606,0.002178,-0.001440,0.001130,32.4,83.987,1559177254.368941545
0.4470,0.2555,0.3275,-1.281,-0.532,-9.588,0.000646,-0.000726,0.001698,32.4,83.987,1559177254.407146215
0.4448,0.2567,0.3290,-1.237,-0.504,-9.596,0.000357,-0.000121,0.000949,32.4,83.987,1559177254.445434332
0.4459,0.2533,0.3276,-1.235,-0.509,-9.588,0.000004,-0.000597,0.002770,32.4,83.987,1559177254.483834028
0.4438,0.2544,0.3291,-1.256,-0.510,-9.624,0.001505,-0.000658,0.002300,32.4,84.000,1559177254.522305727
0.4470,0.2521,0.3316,-1.254,-0.504,-9.629,0.002271,-0.002250,0.001302,32.4,83.987,1559177254.560847759
0.4448,0.2567,0.3290,-1.248,-0.520,-9.613,-0.000454,-0.000356,0.001447,32.4,83.987,1559177254.599351883
0.4448,0.2544,0.3290,-1.253,-0.522,-9.564,-0.000109,-0.001918,0.002590,32.4,83.984,1559177254.638185024
0.4470,0.2544,0.3330,-1.257,-0.496,-9.628,0.000973,0.000360,0.001848,32.4,83.987,1559177254.676846504
0.4448,0.2556,0.3290,-1.233,-0.487,-9.596,0.000609,-0.001235,0.001155,32.4,83.987,1559177254.715636730
0.4470,0.2567,0.3303,-1.268,-0.505,-9.635,0.002295,-0.001452,0.001163,32.4,83.991,1559177254.754612207
0.4470,0.2555,0.3275,-1.281,-0.517,-9.592,0.001096,-0.000779,0.000871,32.4,83.987,1559177254.793433189
0.4492,0.2544,0.3315,-1.263,-0.507,-9.619,-0.000421,-0.000045,0.002105,32.4,83.987,1559177254.832133532
0.4470,0.2567,0.3303,-1.249,-0.510,-9.622,-0.000252,-0.001545,0.001960,32.4,83.987,1559177254.870952606
0.4459,0.2567,0.3290,-1.258,-0.507,-9.598,0.002566,-0.002390,0.002047,32.4,83.987,1559177254.909844160
0.4449,0.2544,0.3317,-1.275,-0.499,-9.595,0.000646,-0.000618,0.002086,32.4,83.987,1559177254.948734283
0.4448,0.2556,0.3304,-1.238,-0.507,-9.584,0.001359,-0.002119,0.001088,32.4,83.974,1559177254.987438679
0.4470,0.2578,0.3276,-1.247,-0.524,-9.626,0.001758,-0.001325,0.001581,32.4,83.984,1559177255.026325226
0.4470,0.2555,0.3303,-1.232,-0.513,-9.613,0.001008,-0.001563,0.001842,32.4,83.971,1559177255.065130472
0.4470,0.2521,0.3302,-1.257,-0.498,-9.606,0.000427,-0.000967,0.002166,32.4,84.000,1559177255.103758812
0.4470,0.2555,0.3275,-1.257,-0.511,-9.633,0.001488,-0.000367,0.001314,32.4,83.987,1559177255.142287016
0.4438,0.2544,0.3277,-1.225,-0.523,-9.619,-0.000189,-0.001433,0.001515,32.4,84.000,1559177255.180566072
0.4459,0.2533,0.3317,-1.245,-0.477,-9.586,0.000655,-0.000628,0.000462,32.4,83.987,1559177255.218756199
0.4459,0.2555,0.3331,-1.242,-0.509,-9.611,0.000965,-0.001846,0.001821,32.4,84.000,1559177255.256853104
0.4470,0.2555,0.3316,-1.254,-0.495,-9.631,0.000279,-0.000590,0.001577,32.4,83.987,1559177255.294883728
0.4459,0.2590,0.3290,-1.261,-0.518,-9.626,0.001724,-0.000356,0.001068,32.4,84.000,1559177255.332673550
0.4438,0.2533,0.3277,-1.236,-0.496,-9.627,0.001522,-0.001110,0.001822,32.4,84.000,1559177255.483129740
0.4448,0.2556,0.3290,-1.260,-0.504,-9.608,0.002341,-0.001345,0.001251,32.4,83.984,1559177255.520502806
0.4470,0.2578,0.3303,-1.260,-0.513,-9.558,0.001440,-0.001217,0.001325,32.4,83.997,1559177255.558010578
0.4459,0.2544,0.3290,-1.248,-0.485,-9.606,0.000716,-0.000668,0.002485,32.4,83.997,1559177255.595737457
0.4459,0.2556,0.3290,-1.248,-0.487,-9.621,0.001254,-0.000226,0.001262,32.4,83.987,1559177255.633307934
0.4448,0.2567,0.3318,-1.260,-0.499,-9.611,0.001664,0.000064,0.002233,32.4,83.997,1559177255.670937061
0.4470,0.2544,0.3303,-1.260,-0.516,-9.588,0.001477,-0.000848,0.001754,32.4,84.000,1559177255.708489656
0.4491,0.2555,0.3302,-1.263,-0.522,-9.599,-0.000328,-0.000190,0.001187,32.4,83.984,1559177255.746134043
0.4502,0.2555,0.3274,-1.248,-0.508,-9.600,0.000794,-0.000990,0.001767,32.4,83.997,1559177255.784021854
0.4459,0.2556,0.3276,-1.245,-0.504,-9.618,0.001817,-0.000345,0.002700,32.4,84.000,1559177255.822304487
0.4459,0.2533,0.3290,-1.235,-0.502,-9.597,0.000550,-0.002272,0.001874,32.4,84.000,1559177255.860919237
0.4481,0.2510,0.3275,-1.250,-0.482,-9.568,0.002130,-0.000511,0.000485,32.4,83.984,1559177255.899375677
0.4449,0.2533,0.3304,-1.243,-0.494,-9.575,0.002112,-0.000615,0.003260,32.4,83.984,1559177255.937839508
0.4459,0.2578,0.3303,-1.236,-0.494,-9.596,0.000678,-0.000358,0.001759,32.4,83.984,1559177255.976333380
0.4459,0.2567,0.3276,-1.264,-0.531,-9.606,0.002027,-0.000850,0.002155,32.4,84.000,1559177256.014842510
0.4470,0.2555,0.3275,-1.259,-0.502,-9.627,0.001349,-0.001371,0.001289,32.4,83.984,1559177256.053572178
0.4448,0.2544,0.3304,-1.259,-0.499,-9.606,0.001175,-0.001635,0.002166,32.4,83.984,1559177256.092122316
0.4481,0.2533,0.3302,-1.270,-0.513,-9.611,0.000360,-0.001024,0.001700,32.4,83.987,1559177256.130833864
0.4427,0.2556,0.3264,-1.263,-0.490,-9.608,0.001441,-0.000165,0.001684,32.4,83.984,1559177256.169242859
0.4459,0.2544,0.3317,-1.257,-0.510,-9.615,0.001248,0.000038,0.001022,32.4,83.987,1559177256.207554340
0.4481,0.2567,0.3289,-1.254,-0.532,-9.609,0.001381,-0.001091,0.001412,32.4,83.987,1559177256.245916367
0.4438,0.2556,0.3291,-1.266,-0.508,-9.602,0.000657,-0.000265,0.002029,32.4,83.984,1559177256.284159899
0.4470,0.2567,0.3276,-1.236,-0.513,-9.588,0.000910,-0.000829,0.001727,32.4,83.997,1559177256.322469711
0.4459,0.2556,0.3290,-1.237,-0.499,-9.632,0.001619,-0.001915,0.001049,32.4,83.984,1559177256.360812664
0.4448,0.2556,0.3304,-1.264,-0.518,-9.608,0.000731,-0.001962,0.002047,32.4,83.984,1559177256.399226665
0.4470,0.2544,0.3330,-1.263,-0.504,-9.628,0.001182,0.000049,0.002741,32.4,83.984,1559177256.437322855
0.4470,0.2555,0.3289,-1.238,-0.513,-9.623,0.002101,-0.001477,0.000898,32.4,83.997,1559177256.475516558
0.4427,0.2556,0.3264,-1.259,-0.497,-9.600,0.001081,-0.000747,0.001048,32.4,83.997,1559177256.513774633
0.4470,0.2521,0.3275,-1.252,-0.506,-9.599,0.000969,-0.000496,0.001434,32.4,83.997,1559177256.552082777
0.4491,0.2555,0.3302,-1.248,-0.528,-9.632,0.000893,-0.001672,0.001275,32.4,83.984,1559177256.590263128
0.4448,0.2556,0.3304,-1.233,-0.519,-9.624,0.001188,-0.000670,0.000966,32.4,83.984,1559177256.628404856
0.4448,0.2544,0.3304,-1.263,-0.518,-9.589,0.000772,-0.002310,0.001399,32.4,83.971,1559177256.666502237
0.4470,0.2567,0.3303,-1.269,-0.494,-9.637,0.002323,-0.002008,0.001635,32.4,83.984,1559177256.704610109
0.4448,0.2556,0.3290,-1.274,-0.499,-9.612,0.000444,-0.001288,0.001886,32.4,83.997,1559177256.742785454
0.4459,0.2555,0.3317,-1.242,-0.499,-9.624,0.000360,-0.000888,0.002073,32.4,83.997,1559177256.781132460
0.4459,0.2533,0.3290,-1.277,-0.498,-9.768,0.029487,-0.043884,-0.004736,32.4,83.984,1559177256.936591864
0.4448,0.2556,0.3290,-1.262,-0.690,-9.504,0.026556,0.071303,-0.010086,32.4,83.993,1559177256.975976229
0.4448,0.2533,0.3290,-1.136,-0.714,-9.399,-0.311510,0.332194,0.003743,32.4,83.997,1559177257.014950514
0.4427,0.2510,0.3359,-0.972,-0.457,-10.213,-0.881262,0.462097,0.021201,32.4,83.997,1559177257.053863049
0.4374,0.2442,0.3403,-1.324,0.423,-9.499,-1.118281,0.326993,0.148452,32.4,83.984,1559177257.092841625
0.4375,0.2373,0.3443,-1.114,0.447,-9.410,-0.833302,0.320024,0.368122,32.4,83.984,1559177257.131613731
0.4354,0.2259,0.3484,-0.742,-0.110,-9.677,-0.857194,0.342508,0.378974,32.4,83.997,1559177257.170312405
0.4311,0.2180,0.3499,-0.641,-0.061,-9.984,-1.153520,0.378833,0.274454,32.4,83.997,1559177257.208768606
0.4301,0.2077,0.3567,-0.595,0.760,-9.563,-1.087395,0.325011,0.260051,32.4,83.997,1559177257.247097254
0.4291,0.1997,0.3567,-0.612,1.119,-9.384,-0.793671,0.227627,0.347310,32.4,83.984,1559177257.285387993
0.4259,0.1952,0.3555,-0.704,0.932,-9.355,-0.415903,0.180276,0.440034,32.4,83.981,1559177257.323588610
0.4270,0.1895,0.3595,-0.696,0.562,-9.717,-0.379551,0.187620,0.328897,32.4,83.984,1559177257.361811876
0.4260,0.1872,0.3582,-1.258,1.055,-9.232,-0.045116,0.419961,0.199951,32.4,83.993,1559177257.400312901
0.4228,0.1838,0.3597,-0.524,1.355,-10.281,-0.558780,0.147585,0.475492,32.4,83.981,1559177257.438832045
0.4239,0.1735,0.3609,-0.528,1.409,-9.914,-0.996150,0.261437,0.584668,32.4,83.984,1559177257.477224112
0.4251,0.1633,0.3621,-0.518,1.327,-9.600,-1.029349,0.313513,0.510071,32.4,83.981,1559177257.515702963
0.4165,0.1508,0.3652,-0.319,1.548,-9.694,-0.777331,0.250934,0.349276,32.4,83.997,1559177257.554139137
0.4144,0.1485,0.3653,-0.513,1.906,-9.342,-0.820814,0.342702,0.310574,32.4,83.984,1559177257.592403173
0.4188,0.1405,0.3637,-0.146,1.911,-9.536,-0.456895,0.159197,0.272298,32.4,83.997,1559177257.630548954
0.4134,0.1371,0.3667,-0.286,1.939,-9.446,-0.363893,0.164651,0.171627,32.4,84.010,1559177257.668698549
0.4134,0.1348,0.3694,-0.018,1.958,-8.861,-0.134788,0.137129,0.137798,32.4,83.993,1559177257.706811190
0.4102,0.1325,0.3682,-0.089,1.931,-9.786,-0.044699,0.050506,0.109375,32.4,83.993,1559177257.744573116
0.4124,0.1325,0.3708,0.073,2.132,-9.651,-0.145776,0.064189,0.065207,32.4,84.006,1559177257.782064676
0.4113,0.1291,0.3681,0.081,1.876,-9.080,-0.014447,0.056137,0.050044,32.4,83.997,1559177257.819842339
0.4134,0.1303,0.3680,-0.072,1.702,-8.451,0.426138,0.030793,0.150938,32.4,83.997,1559177257.857668877
0.4113,0.1314,0.3708,0.388,1.567,-9.818,0.164764,-0.079638,0.089193,32.4,83.981,1559177257.895612001
0.4124,0.1303,0.3708,0.118,1.817,-10.233,-0.043118,0.117566,0.212808,32.4,83.993,1559177257.933237314
0.4124,0.1268,0.3707,-0.086,1.796,-9.876,-0.454974,-0.080564,0.246554,32.4,84.006,1559177257.970893145
0.4060,0.1223,0.3752,-0.455,2.177,-7.743,-0.549311,0.254049,0.167083,32.4,84.006,1559177258.008635759
0.4114,0.1143,0.3707,1.356,-0.639,-12.673,-1.010975,-1.042495,0.860125,32.4,83.997,1559177258.046205521
0.4137,0.0972,0.3705,2.411,-0.464,-11.176,-2.424075,0.334990,-0.468942,32.4,83.993,1559177258.084141254
0.4073,0.0835,0.3816,-1.251,1.367,-8.398,-1.713928,0.665252,-0.688109,32.4,83.993,1559177258.122375488
0.4030,0.0858,0.3873,0.628,1.337,-10.177,1.517360,1.156020,0.173454,32.4,83.993,1559177258.160523891
0.3923,0.0779,0.4015,-3.287,4.887,-5.527,-2.972346,0.243563,-0.721415,32.4,83.993,1559177258.198552132
0.3924,0.0631,0.4014,-0.843,5.025,-11.570,-0.157771,-0.171499,0.076176,32.4,83.993,1559177258.236434221
-0.0468,0.4349,0.1803,6.654,-1.356,-5.002,-0.068083,-0.517689,0.093864,32.4,83.993,1559177258.388799906
-0.0436,0.4303,0.1869,6.751,-2.460,-5.675,-0.552787,-0.758402,-0.030144,32.4,83.993,1559177258.427509785
-0.0458,0.4360,0.1898,5.608,-3.982,-7.837,-0.171529,-0.300279,-0.120006,32.4,83.981,1559177258.466026545
-0.0479,0.4292,0.1912,6.548,-3.349,-8.246,-0.023279,0.231198,-0.437955,32.4,83.984,1559177258.504837990
-0.0554,0.4326,0.1889,7.135,-2.246,-7.730,0.205318,0.608400,-0.352536,32.4,83.981,1559177258.544041157
-0.0619,0.4327,0.1879,6.002,-1.569,-6.162,-0.027240,0.770311,-0.144248,32.4,83.968,1559177258.582921028
-0.0662,0.4327,0.1868,5.567,-2.146,-6.404,-0.272008,0.710448,-0.230159,32.4,83.981,1559177258.621961355
-0.0727,0.4304,0.1871,6.047,-2.095,-7.002,-0.137696,0.975699,-0.468942,32.4,83.981,1559177258.661049366
-0.0845,0.4271,0.1796,5.863,-1.594,-6.276,0.260300,1.052304,-0.559506,32.4,83.981,1559177258.700113058
-0.0888,0.4271,0.1744,5.986,-0.314,-4.316,0.286069,1.075904,-0.384232,32.4,83.981,1559177258.739293337
-0.0975,0.4283,0.1680,5.238,-0.924,-3.322,0.441460,0.892741,-0.157882,32.4,83.981,1559177258.778350830
-0.1029,0.4306,0.1615,5.353,-0.695,-3.110,1.072356,0.156798,-0.086939,32.4,83.968,1559177258.816982269
-0.1040,0.4340,0.1589,6.025,-1.443,-3.654,0.655796,-0.073896,-0.104395,32.4,83.993,1559177258.855530739
-0.1062,0.4340,0.1563,6.855,-1.346,-4.154,0.272917,0.031711,-0.105343,32.4,83.981,1559177258.893795013
-0.1083,0.4341,0.1496,6.963,-0.692,-3.650,0.516134,0.578180,-0.222191,32.4,83.981,1559177258.931670666
-0.1127,0.4398,0.1458,7.727,-0.148,-2.256,0.590328,0.604069,-0.274370,32.4,83.968,1559177258.969715595
-0.1170,0.4364,0.1392,8.192,0.027,-1.336,0.664344,0.493685,-0.189915,32.4,83.981,1559177259.007603168
-0.1181,0.4398,0.1325,7.087,-0.816,-1.409,0.574326,0.329933,0.120577,32.4,83.981,1559177259.045010805
-0.1181,0.4421,0.1270,6.620,-0.599,-1.229,0.424836,0.073243,0.286430,32.4,83.981,1559177259.081568241
-0.1160,0.4466,0.1270,7.438,0.684,-0.649,0.023711,-0.158875,0.375358,32.4,83.981,1559177259.117788076
-0.1106,0.4466,0.1308,7.105,1.779,0.595,0.352136,-0.796041,0.609160,32.4,83.977,1559177259.153995752
-0.1074,0.4523,0.1306,8.659,1.823,-0.356,0.808469,-1.394272,0.622159,32.4,83.981,1559177259.190099001
-0.0945,0.4568,0.1299,8.246,0.960,-2.354,1.154771,-1.503534,1.285947,32.4,83.968,1559177259.226174831
-0.0795,0.4670,0.1360,6.495,0.768,-2.206,0.099412,-1.583306,1.652585,32.4,83.981,1559177259.262460947
-0.0623,0.4760,0.1365,4.247,-0.463,-2.027,-0.217894,-2.158606,1.945433,32.4,83.981,1559177259.299163103
-0.0418,0.4782,0.1476,3.618,-0.636,-2.104,0.061026,-2.179842,1.258792,32.4,83.981,1559177259.336246967
-0.0246,0.4804,0.1494,3.931,-0.176,-3.441,0.225464,-1.959058,1.237514,32.4,83.993,1559177259.373991489
-0.0063,0.4871,0.1539,4.040,-0.270,-4.304,0.101797,-2.300531,1.953105,32.4,83.981,1559177259.412164450
0.0195,0.4893,0.1580,3.241,-1.258,-4.887,-0.534007,-2.344312,2.279024,32.4,83.981,1559177259.450690508
0.0454,0.4903,0.1674,2.442,-1.811,-5.132,-0.828237,-2.221488,2.207806,32.4,83.993,1559177259.489729166
0.0691,0.4890,0.1729,1.262,-2.705,-4.490,-1.196296,-2.100402,1.885178,32.4,83.981,1559177259.528803825
